direction,setting,seed,tolerance_actual_cycles,dataset,from_stage,to_stage,boundary_cycle,boundary_actual_cycle,event_id,event_peak_cycle,event_peak_actual_cycle,peak_score,absolute_detection_delay,match_status,exp2_variant,source_exp2_variant,target_exp2_variant
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,3.0,4.0,8705.0,15000.0,5.0,8715.5,15017.5,6.45934403602336,17.5,MATCHED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,4.0,5.0,11705.0,20000.0,14.0,11750.5,20075.991649269312,4.046344218324342,75.99164926931189,MATCHED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,1.0,1530.5,3046.2631491344873,1.0552857780934277,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,3.0,6950.5,12075.833333333334,2.3016198014953337,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,4.0,7280.5,12625.833333333334,1.21088727182301,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,6.0,9315.5,16017.5,9.545969021990585,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,7.0,9630.5,16542.5,4.362000374840775,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,8.0,9930.5,17042.5,10.858556290514782,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,9.0,10230.5,17542.5,8.817061197946762,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,10.0,10530.5,18042.5,11.502578205570178,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,11.0,10830.5,18542.5,7.77560781863864,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,12.0,11150.5,19075.833333333332,5.777835062519037,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp2,,,,,13.0,11430.5,19542.5,7.41171337479574,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp2,1.0,2.0,3005.0,5500.0,1.0,3070.5,5609.166666666667,3.2480898543554817,109.16666666666697,MATCHED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp2,,,,,2.0,6930.5,12042.5,3.3615719967463535,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp2,,,,,3.0,10230.5,17542.5,2.131824303771171,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp2,,,,,4.0,10525.5,18034.166666666668,3.461192804027343,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,3.0,4.0,8705.0,15000.0,2.0,8750.5,15075.833333333334,0.8111656787982624,75.83333333333394,MATCHED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,4.0,5.0,11705.0,20000.0,11.0,11750.5,20075.991649269312,0.8551173487383742,75.99164926931189,MATCHED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,1.0,6955.5,12084.166666666666,1.4892669332723607,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,3.0,9320.5,16025.833333333334,1.7364838844237869,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,4.0,9650.5,16575.833333333332,1.2173084233603912,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,5.0,9930.5,17042.5,2.338233092043613,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,6.0,10230.5,17542.5,2.0845296300152163,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,7.0,10530.5,18042.5,2.6294986844201254,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,8.0,10850.5,18575.833333333332,1.3369690099385074,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,9.0,11130.5,19042.5,1.544059958806752,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp2,,,,,10.0,11430.5,19542.5,1.1530774700962718,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp2,,,,,1.0,1540.5,3062.904294274301,0.658390149471643,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,3.0,4.0,8705.0,15000.0,2.0,8715.5,15017.5,1.052598928787865,17.5,MATCHED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,4.0,5.0,11705.0,20000.0,9.0,11795.5,20151.14822546973,1.4852165909703499,151.14822546972937,MATCHED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,,,,,1.0,6920.5,12025.833333333334,1.49132129771587,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,,,,,3.0,9630.5,16542.5,1.5827017778266759,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,,,,,4.0,9930.5,17042.5,1.5740186714492894,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,,,,,5.0,10230.5,17542.5,1.4766246623185277,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,,,,,6.0,10545.5,18067.5,2.4829183529874816,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,,,,,7.0,10885.5,18634.166666666668,1.438133655002153,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp2,,,,,8.0,11130.5,19042.5,1.8328205054828766,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp2,,,,,1.0,1535.5,3054.583721704394,1.559812550236471,,unmatched_candidate_event,Median5,Raw,Median5
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp2,,,,,2.0,1840.5,3562.138648468708,1.0158201195965384,,unmatched_candidate_event,Median5,Raw,Median5
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,1.0,2.0,7575.0,8000.0,2.0,7600.5,8030.110701107011,6.262536290573623,30.110701107010755,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,2.0,3.0,21125.0,24000.0,8.0,21190.5,24078.034251675355,4.016485721805597,78.03425167535534,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,3.0,4.0,27840.0,32000.0,9.0,27870.5,32036.094674556214,6.779272737483605,36.09467455621416,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,4.0,5.0,34600.0,40000.0,10.0,34690.5,40107.05186533212,13.19500828065012,107.05186533211963,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,1.0,6240.5,6590.617177185107,3.736321241788661,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,3.0,7880.5,8360.738007380074,7.178358161638377,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,4.0,8725.5,9358.523985239852,2.3279560614201067,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,5.0,9195.5,9913.50553505535,1.2725828879177656,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,6.0,11115.5,12180.664206642066,1.1791552513763013,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,7.0,14415.5,16077.343173431735,1.235423965925684,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,11.0,39315.5,45577.93448589627,2.1020397779301367,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,12.0,39960.5,46340.9008189263,1.984332533977141,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,13.0,41565.5,48239.4449499545,47.50106364653862,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,2.0,3.0,21125.0,24000.0,1.0,21155.5,24036.33655994043,1.049635606450939,36.33655994043147,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,3.0,4.0,27840.0,32000.0,2.0,27945.5,32124.852071005917,1.5380802255105277,124.85207100591651,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,,,,,3.0,41480.5,48138.89899909008,1.3043546469166931,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,1.0,2.0,7575.0,8000.0,2.0,7605.5,8036.014760147602,4.108480706389604,36.01476014760192,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,2.0,3.0,21125.0,24000.0,9.0,21275.5,24179.300074460163,5.788330571520162,179.30007446016316,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,3.0,4.0,27840.0,32000.0,13.0,27955.5,32136.686390532544,10.949450263148304,136.68639053254446,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,1.0,6165.5,6511.40870081859,2.756817231831474,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,3.0,8195.5,8732.69372693727,8.13437980830161,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,4.0,9870.5,10710.553505535056,2.2567619525965763,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,5.0,11370.5,12481.771217712178,3.101181753684352,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,6.0,14495.5,16171.80811808118,2.2709045917898294,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,7.0,14800.5,16531.955719557198,1.9883291710660256,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,8.0,15090.5,16874.391143911438,0.954323395652542,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,10.0,22895.5,26109.307520476545,0.8229203339414892,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,11.0,23440.5,26758.600148920326,1.0674992957947678,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,12.0,23690.5,27056.440804169768,1.0627616329116507,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,14.0,28420.5,32686.98224852071,8.128720252073704,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,15.0,34865.5,40314.05823475887,18.41973597549457,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,16.0,37290.5,43182.57506824386,1.962412126264974,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,17.0,39390.5,45666.651501364875,4.086967450911925,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,18.0,40235.5,46666.19654231119,5.057221391648099,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,19.0,41540.5,48209.87261146497,59.5101858765876,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,20.0,43845.5,50936.44222020018,1.9732198030556656,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,2.0,3.0,21125.0,24000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,3.0,4.0,27840.0,32000.0,1.0,27945.5,32124.852071005917,0.8424026848144387,124.85207100591651,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,1.0,2.0,7575.0,8000.0,2.0,7690.5,8136.383763837638,4.763171440281225,136.38376383763807,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,2.0,3.0,21125.0,24000.0,5.0,21215.5,24107.818317200297,1.3806016302753057,107.81831720029732,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,3.0,4.0,27840.0,32000.0,7.0,27950.5,32130.76923076923,5.495546000917263,130.7692307692305,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,1.0,6225.5,6574.775481911804,3.587424433786299,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,3.0,9195.5,9913.50553505535,1.7109904688141595,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,4.0,15080.5,16862.58302583026,0.9129053338533516,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,6.0,23875.5,27276.842889054355,1.185075037745898,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,8.0,28455.5,32728.402366863906,2.434653328038195,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,9.0,34900.5,40355.45950864422,9.687428102608257,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,10.0,37265.5,43153.00272975432,1.2832777061947014,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,11.0,39310.5,45572.02001819836,3.4451328879681,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,12.0,40140.5,46553.82165605095,3.221184796826811,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,13.0,41615.5,48298.58962693358,24.50090938827837,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,14.0,43930.5,51036.9881710646,1.3965839030603462,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,2.0,3.0,21125.0,24000.0,1.0,21215.5,24107.818317200297,0.962391965654676,107.81831720029732,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,3.0,4.0,27840.0,32000.0,2.0,27930.5,32107.100591715975,1.3833155370902444,107.10059171597459,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,2.0,3.0,21125.0,24000.0,13.0,21265.5,24167.386448250185,20.86903296928895,167.3864482501849,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,3.0,4.0,27840.0,32000.0,18.0,27955.5,32136.686390532544,35.85982500780362,136.68639053254446,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,1.0,6105.5,6448.041919725376,5.7008553138023785,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,2.0,8180.5,8714.981549815499,22.498091945981216,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,3.0,9860.5,10698.745387453875,8.130730833667291,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,4.0,10730.5,11726.051660516605,2.3822305172941904,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,5.0,11185.5,12263.321033210332,13.07253419367196,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,6.0,13700.5,15233.062730627305,1.417226156193324,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,7.0,14410.5,16071.439114391145,12.518070892391998,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,8.0,15100.5,16886.19926199262,8.441775103526478,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,9.0,15545.5,17411.660516605167,2.2148653124019013,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,10.0,19690.5,22306.12546125461,3.0927089780793864,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,11.0,20005.5,22678.08118081181,2.042941065390586,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,12.0,20325.5,23055.940959409592,1.944134073971545,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,14.0,21770.5,24769.024571854057,5.009558098397614,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,15.0,22465.5,25597.021593447505,3.511933232944308,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,16.0,22895.5,26109.307520476545,3.9158530812866954,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,17.0,23435.5,26752.643335815337,5.229775978094428,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,19.0,28350.5,32604.14201183432,13.469591753942929,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,20.0,34900.5,40355.45950864422,52.23230036657722,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,21.0,35840.5,41467.37943585077,1.3992810245877343,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,22.0,36075.5,41745.35941765241,2.0938040167895364,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,23.0,36620.5,42390.036396724296,2.774330860293286,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,24.0,36950.5,42780.39126478617,1.6188403269106806,,unmatched_candidate_event,Raw,Raw,Raw
