direction,setting,seed,dataset,from_stage,to_stage,boundary_actual_cycle,boundary_peak_score,boundary_score_percentile,boundary_event_rank,exp2_variant,source_exp2_variant,target_exp2_variant,event_rank,top8_hit,match_status,hit_250,event_id,event_peak_cycle,event_peak_actual_cycle,peak_score,absolute_detection_delay,matched_event_delay_actual_cycles
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,1,2,8000.0,7.2952000944773285,0.9694002447980417,3.0,Median5,Median5,Raw,3.0,1,MATCHED,1,2.0,7600.5,8030.110701107011,6.39479369660782,30.110701107010755,30.110701107010755
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,2,3,24000.0,4.175606480355308,0.9335707132524758,6.0,Median5,Median5,Raw,6.0,1,MATCHED,1,8.0,21190.5,24078.034251675355,4.047107468192648,78.03425167535534,78.03425167535534
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,3,4,32000.0,6.8862638593745595,0.9628352064092578,4.0,Median5,Median5,Raw,4.0,1,MATCHED,1,9.0,27870.5,32036.094674556214,6.8862638593745595,36.09467455621416,36.09467455621416
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,4,5,40000.0,14.461372245763597,0.9855346611772561,2.0,Median5,Median5,Raw,2.0,1,MATCHED,1,10.0,34690.5,40107.05186533212,13.26303109553117,107.05186533211963,107.05186533211963
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,1,2,8000.0,2.583139711034592,1.0,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,2,3,24000.0,1.1080244150059264,0.9821965060643151,3.0,Median5,Median5,Raw,3.0,1,MATCHED,1,1.0,21155.5,24036.33655994043,1.1080244150059264,36.33655994043147,36.33655994043147
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,3,4,32000.0,1.7086318405086727,0.9974407477467453,1.0,Median5,Median5,Raw,1.0,1,MATCHED,1,2.0,27945.5,32124.852071005917,1.6431431057499508,124.85207100591651,124.85207100591651
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,4,5,40000.0,0.1811867356300354,0.5099588294202737,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,1,2,8000.0,8.277416874525487,0.9544898186269055,5.0,Median5,Median5,Raw,5.0,1,MATCHED,1,2.0,7605.5,8036.014760147602,4.2092600486111795,36.01476014760192,36.01476014760192
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,2,3,24000.0,6.322724999232757,0.9409146545009458,6.0,Median5,Median5,Raw,6.0,1,MATCHED,1,9.0,21275.5,24179.300074460163,5.862163780102714,179.30007446016316,179.30007446016316
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,3,4,32000.0,11.162128824411697,0.9692889729609436,3.0,Median5,Median5,Raw,3.0,1,MATCHED,1,13.0,27955.5,32136.686390532544,11.162128824411697,136.68639053254446,136.68639053254446
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,4,5,40000.0,18.775075867067212,0.9848670301546678,2.0,Median5,Median5,Raw,2.0,1,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,1,2,8000.0,1.5958313910768331,1.0,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,2,3,24000.0,0.2968855680956669,0.9813063313675309,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,3,4,32000.0,0.902599434896652,0.9952153110047847,1.0,Median5,Median5,Raw,1.0,1,MATCHED,1,1.0,27945.5,32124.852071005917,0.8373205569849026,124.85207100591651,124.85207100591651
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,4,5,40000.0,0.185198113322258,0.7108044953822188,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,1,2,8000.0,4.789940547957482,0.9689551574496494,4.0,Median5,Median5,Raw,4.0,1,MATCHED,1,2.0,7730.5,8183.616236162362,4.789940547957482,183.61623616236193,183.61623616236193
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,2,3,24000.0,2.1231187348558898,0.9177701123845554,11.0,Median5,Median5,Raw,11.0,0,MATCHED,1,5.0,21215.5,24107.818317200297,1.3026269774526376,107.81831720029732,107.81831720029732
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,3,4,32000.0,5.450685755152962,0.9748525648158451,3.0,Median5,Median5,Raw,3.0,1,MATCHED,1,7.0,27950.5,32130.76923076923,5.450685755152962,130.7692307692305,130.7692307692305
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,4,5,40000.0,9.438380950990332,0.98531211750306,2.0,Median5,Median5,Raw,2.0,1,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,1,2,8000.0,1.455234661626671,1.0,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,2,3,24000.0,0.8893332910017805,0.9941025926338044,2.0,Median5,Median5,Raw,2.0,1,MATCHED,1,1.0,21215.5,24107.818317200297,0.8893332910017805,107.81831720029732,107.81831720029732
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,3,4,32000.0,1.2966186580717949,0.999888728162902,1.0,Median5,Median5,Raw,1.0,1,MATCHED,1,2.0,27930.5,32107.100591715975,1.2966186580717949,107.10059171597459,107.10059171597459
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,4,5,40000.0,0.18919813632965088,0.8166240124624458,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,1,2,8000.0,22.140198312928664,0.9638366529431401,4.0,Median5,Median5,Raw,4.0,1,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,2,3,24000.0,21.1646613453508,0.9618337598753756,5.0,Median5,Median5,Raw,5.0,1,MATCHED,1,13.0,21265.5,24167.386448250185,20.73444467241658,167.3864482501849,167.3864482501849
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,3,4,32000.0,35.79534273749543,0.9787470791142762,3.0,Median5,Median5,Raw,3.0,1,MATCHED,1,17.0,27955.5,32136.686390532544,35.79534273749543,136.68639053254446,136.68639053254446
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,4,5,40000.0,51.92799714327323,0.9857572048514521,2.0,Median5,Median5,Raw,2.0,1,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,1,2,8000.0,10.98237929597948,1.0,1.0,Median5,Median5,Raw,1.0,1,MATCHED,1,1.0,7685.5,8130.479704797048,10.381392675294913,130.47970479704782,130.47970479704782
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,2,3,24000.0,1.8822290132819817,0.9566039835317681,4.0,Median5,Median5,Raw,4.0,1,MATCHED,1,2.0,21140.5,24018.466120625464,1.8233484290150095,18.4661206254641,18.4661206254641
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,3,4,32000.0,0.7682942012767567,0.9219984421942806,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,4,5,40000.0,1.957724992863359,0.9578279737398464,3.0,Median5,Median5,Raw,3.0,1,MATCHED,1,3.0,34665.5,40077.47952684258,1.957724992863359,77.47952684258053,77.47952684258053
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,1,2,8000.0,34.87457251120354,0.967174808056081,3.0,Median5,Median5,Raw,3.0,1,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,2,3,24000.0,26.442138270939417,0.956270168020474,4.0,Median5,Median5,Raw,4.0,1,MATCHED,1,21.0,21265.5,24167.386448250185,26.442138270939417,167.3864482501849,167.3864482501849
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,3,4,32000.0,45.339753836378634,0.978079448091688,2.0,Median5,Median5,Raw,2.0,1,MATCHED,1,33.0,27950.5,32130.76923076923,45.339753836378634,130.7692307692305,130.7692307692305
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,4,5,40000.0,69.46901332462534,0.9855346611772561,33.0,Median5,Median5,Raw,33.0,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,1,2,8000.0,19.651748688183716,1.0,1.0,Median5,Median5,Raw,1.0,1,MATCHED,1,1.0,7685.5,8130.479704797048,17.614350741389494,130.47970479704782,130.47970479704782
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,2,3,24000.0,1.718938150713325,0.8886168910648715,,Median5,Median5,Raw,,0,MISSED,0,,,,,,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,3,4,32000.0,1.921160231069436,0.8944030265939691,5.0,Median5,Median5,Raw,5.0,1,MATCHED,1,3.0,27900.5,32071.597633136094,1.921160231069436,71.59763313609437,71.59763313609437
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,4,5,40000.0,3.5543746709272317,0.9330143540669856,3.0,Median5,Median5,Raw,3.0,1,MATCHED,1,4.0,34620.5,40024.24931756142,3.5543746709272317,24.249317561421776,24.249317561421776
