window_index,event,reasons,stage,accepted_total,direction_id,ablation
400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
599,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
799,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1513,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1855,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
1999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2109,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
2899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
3899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4223,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4519,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4630,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4734,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4858,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
4999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5181,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5827,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
5999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6599,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6799,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
6918,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7247,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7513,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7816,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
7999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8336,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8400,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8600,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8800,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
8899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
9000,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
9096,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
0,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
599,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
799,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1513,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1855,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
1999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2109,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
2899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
3899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4223,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4519,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4630,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4734,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4858,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
4999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5181,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5827,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
5999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6599,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6799,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
6918,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7247,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7513,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7816,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
7999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8200,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8336,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8400,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8600,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8800,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
8899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
9000,CHECKPOINT,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
9096,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B1_TIME_ONLY_HMM
0,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
599,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
799,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
1000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
1199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
1200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
1399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
1400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
1513,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
1600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
1699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
1800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
1855,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
1999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
2000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
2109,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
2200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
2299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
2400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
2499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
2600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
2699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
2800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
2899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
3000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
3099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
3200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
3299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
3400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
3499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
3600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
3699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
3800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
3899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
4099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
4223,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
4519,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
4630,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4734,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
4858,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
4999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
5000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
5181,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
5200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
5299,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
5400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
5499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
5600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
5699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
5800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
5827,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
5999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
6000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
6199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
6200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
6399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
6400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
6599,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
6600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
6799,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
6800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
6918,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
7000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
7099,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
7200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
7247,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
7399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
7400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
7513,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
7600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
7699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
7800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
7816,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
7999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
8000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
8199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
8200,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
8336,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
8400,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
8499,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
8600,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
8699,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
8800,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
8899,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
9000,CHECKPOINT,,,,Exp2_to_Exp1,B2_STATIC_HMM
9096,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B2_STATIC_HMM
0,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
200,CHECKPOINT,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
400,CHECKPOINT,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
599,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
600,CHECKPOINT,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
799,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
800,CHECKPOINT,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
999,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
1000,CHECKPOINT,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
1199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
1200,CHECKPOINT,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
1399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B3_DYNAMIC_PROTOTYPE
