window_index,event_type,reason,state,freeze_until_window,details,direction_id,source_dataset,target_dataset,model
2378,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2478,"{""final_logit"": 4.008882863670508}",Exp1_to_Exp2,Exp1,Exp2,R5
2400,CHECKPOINT,periodic,RESTART_GUARD,2478,{},Exp1_to_Exp2,Exp1,Exp2,R5
2418,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2518,"{""final_logit"": 4.021190233412146}",Exp1_to_Exp2,Exp1,Exp2,R5
2438,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2538,"{""final_logit"": 4.10677682150608}",Exp1_to_Exp2,Exp1,Exp2,R5
2458,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2558,"{""final_logit"": 4.1172266836709435}",Exp1_to_Exp2,Exp1,Exp2,R5
2478,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2578,"{""final_logit"": 4.242965828691893}",Exp1_to_Exp2,Exp1,Exp2,R5
2518,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2618,"{""final_logit"": 4.598110681178656}",Exp1_to_Exp2,Exp1,Exp2,R5
2538,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2638,"{""final_logit"": 4.379825175251329}",Exp1_to_Exp2,Exp1,Exp2,R5
2558,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2658,"{""final_logit"": 3.644980553101939}",Exp1_to_Exp2,Exp1,Exp2,R5
2578,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2678,"{""final_logit"": 3.6012351636480764}",Exp1_to_Exp2,Exp1,Exp2,R5
2600,CHECKPOINT,periodic,RESTART_GUARD,2678,{},Exp1_to_Exp2,Exp1,Exp2,R5
2618,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2718,"{""final_logit"": 4.0153559883014625}",Exp1_to_Exp2,Exp1,Exp2,R5
2638,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2738,"{""final_logit"": 4.191800754910216}",Exp1_to_Exp2,Exp1,Exp2,R5
2658,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2758,"{""final_logit"": 3.8570747808797368}",Exp1_to_Exp2,Exp1,Exp2,R5
2678,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2778,"{""final_logit"": 3.6170810563323323}",Exp1_to_Exp2,Exp1,Exp2,R5
2718,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2818,"{""final_logit"": 3.668436293738007}",Exp1_to_Exp2,Exp1,Exp2,R5
2738,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2838,"{""final_logit"": 3.7278571014499695}",Exp1_to_Exp2,Exp1,Exp2,R5
2758,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2858,"{""final_logit"": 3.8083405771148664}",Exp1_to_Exp2,Exp1,Exp2,R5
2778,EXTEND_FREEZE,HIGH_RISK,RESTART_GUARD,2878,"{""final_logit"": 3.4207236025673105}",Exp1_to_Exp2,Exp1,Exp2,R5
2800,CHECKPOINT,periodic,RESTART_GUARD,2878,{},Exp1_to_Exp2,Exp1,Exp2,R5
118,ENTER_STATE,TES_EVENT,FROZEN_EVENT,218,"{""TES_clean"": 11.24606703507313}",Exp2_to_Exp1,Exp2,Exp1,R5
138,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,238,"{""TES_clean"": 7.379035422390583}",Exp2_to_Exp1,Exp2,Exp1,R5
158,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,258,"{""TES_clean"": 7.650840891781735}",Exp2_to_Exp1,Exp2,Exp1,R5
178,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,278,"{""TES_clean"": 8.86069712816393}",Exp2_to_Exp1,Exp2,Exp1,R5
200,CHECKPOINT,periodic,RESTART_GUARD,278,{},Exp2_to_Exp1,Exp2,Exp1,R5
218,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,318,"{""TES_clean"": 4.802527288650531}",Exp2_to_Exp1,Exp2,Exp1,R5
238,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,338,"{""TES_clean"": 9.200273593873703}",Exp2_to_Exp1,Exp2,Exp1,R5
258,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,358,"{""TES_clean"": 6.856143716149423}",Exp2_to_Exp1,Exp2,Exp1,R5
278,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,378,"{""TES_clean"": 4.748034632658036}",Exp2_to_Exp1,Exp2,Exp1,R5
318,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,418,"{""TES_clean"": 3.416650906290647}",Exp2_to_Exp1,Exp2,Exp1,R5
394,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,494,"{""TES_clean"": 3.8681431891023372}",Exp2_to_Exp1,Exp2,Exp1,R5
400,CHECKPOINT,periodic,RESTART_GUARD,494,{},Exp2_to_Exp1,Exp2,Exp1,R5
489,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,589,"{""TES_clean"": 3.6511811914440337}",Exp2_to_Exp1,Exp2,Exp1,R5
600,CHECKPOINT,periodic,RESTART_GUARD,589,{},Exp2_to_Exp1,Exp2,Exp1,R5
738,ENTER_STATE,TES_EVENT,FROZEN_EVENT,838,"{""TES_clean"": 3.790427383893235}",Exp2_to_Exp1,Exp2,Exp1,R5
800,CHECKPOINT,periodic,RESTART_GUARD,838,{},Exp2_to_Exp1,Exp2,Exp1,R5
833,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,933,"{""TES_clean"": 3.6336720893867565}",Exp2_to_Exp1,Exp2,Exp1,R5
858,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,958,"{""TES_clean"": 3.4420754056999305}",Exp2_to_Exp1,Exp2,Exp1,R5
960,ENTER_STATE,TES_EVENT,FROZEN_EVENT,1060,"{""TES_clean"": 3.1397233456699203}",Exp2_to_Exp1,Exp2,Exp1,R5
991,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,1091,"{""TES_clean"": 3.0279481268589103}",Exp2_to_Exp1,Exp2,Exp1,R5
1000,CHECKPOINT,periodic,RESTART_GUARD,1091,{},Exp2_to_Exp1,Exp2,Exp1,R5
1122,ENTER_STATE,TES_EVENT,FROZEN_EVENT,1222,"{""TES_clean"": 3.710926181568306}",Exp2_to_Exp1,Exp2,Exp1,R5
1143,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,1243,"{""TES_clean"": 3.529850687443505}",Exp2_to_Exp1,Exp2,Exp1,R5
1195,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,1295,"{""TES_clean"": 5.529100322082538}",Exp2_to_Exp1,Exp2,Exp1,R5
1200,CHECKPOINT,periodic,RESTART_GUARD,1295,{},Exp2_to_Exp1,Exp2,Exp1,R5
1218,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1318,"{""TES_clean"": 18.03367531297951}",Exp2_to_Exp1,Exp2,Exp1,R5
1238,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1338,"{""TES_clean"": 3.6041596700744805}",Exp2_to_Exp1,Exp2,Exp1,R5
1400,CHECKPOINT,periodic,RESTART_GUARD,1338,{},Exp2_to_Exp1,Exp2,Exp1,R5
1418,ENTER_STATE,TES_EVENT,FROZEN_EVENT,1518,"{""TES_clean"": 4.6591859976346965}",Exp2_to_Exp1,Exp2,Exp1,R5
1460,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,1560,"{""TES_clean"": 4.095670020098236}",Exp2_to_Exp1,Exp2,Exp1,R5
1518,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1618,"{""TES_clean"": 239.9006025562794}",Exp2_to_Exp1,Exp2,Exp1,R5
1538,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1638,"{""TES_clean"": 140.38356780481521}",Exp2_to_Exp1,Exp2,Exp1,R5
1558,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1658,"{""TES_clean"": 3.035991390742165}",Exp2_to_Exp1,Exp2,Exp1,R5
1578,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,1678,"{""RS50"": 0.06966956908385563}",Exp2_to_Exp1,Exp2,Exp1,R5
1600,CHECKPOINT,periodic,RESTART_GUARD,1678,{},Exp2_to_Exp1,Exp2,Exp1,R5
1618,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1718,"{""TES_clean"": 4.050635753460361}",Exp2_to_Exp1,Exp2,Exp1,R5
1638,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1738,"{""TES_clean"": 36.015458640416654}",Exp2_to_Exp1,Exp2,Exp1,R5
1658,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1758,"{""TES_clean"": 15.566473858340828}",Exp2_to_Exp1,Exp2,Exp1,R5
1678,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1778,"{""TES_clean"": 5.039308046714332}",Exp2_to_Exp1,Exp2,Exp1,R5
1718,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1818,"{""TES_clean"": 4.842593363629185}",Exp2_to_Exp1,Exp2,Exp1,R5
1738,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1838,"{""TES_clean"": 10.100606579522598}",Exp2_to_Exp1,Exp2,Exp1,R5
1758,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1858,"{""TES_clean"": 3.34643538399573}",Exp2_to_Exp1,Exp2,Exp1,R5
1778,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1878,"{""TES_clean"": 23.93973030302046}",Exp2_to_Exp1,Exp2,Exp1,R5
1800,CHECKPOINT,periodic,RESTART_GUARD,1878,{},Exp2_to_Exp1,Exp2,Exp1,R5
1823,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1923,"{""TES_clean"": 3.0294824275979755}",Exp2_to_Exp1,Exp2,Exp1,R5
1846,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1946,"{""TES_clean"": 3.801759398635436}",Exp2_to_Exp1,Exp2,Exp1,R5
1873,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,1973,"{""TES_clean"": 3.0151574942323207}",Exp2_to_Exp1,Exp2,Exp1,R5
1930,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2030,"{""TES_clean"": 3.338587485901517}",Exp2_to_Exp1,Exp2,Exp1,R5
1961,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2061,"{""TES_clean"": 5.463500575448374}",Exp2_to_Exp1,Exp2,Exp1,R5
1983,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2083,"{""TES_clean"": 6.61762221829385}",Exp2_to_Exp1,Exp2,Exp1,R5
2000,CHECKPOINT,periodic,RESTART_GUARD,2083,{},Exp2_to_Exp1,Exp2,Exp1,R5
2020,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2120,"{""TES_clean"": 5.544534426264473}",Exp2_to_Exp1,Exp2,Exp1,R5
2040,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2140,"{""TES_clean"": 18.407592778527285}",Exp2_to_Exp1,Exp2,Exp1,R5
2060,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2160,"{""TES_clean"": 8.05140895445243}",Exp2_to_Exp1,Exp2,Exp1,R5
2080,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2180,"{""TES_clean"": 3.918546531253734}",Exp2_to_Exp1,Exp2,Exp1,R5
2118,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2218,"{""TES_clean"": 43.35283397990946}",Exp2_to_Exp1,Exp2,Exp1,R5
2138,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2238,"{""TES_clean"": 22.859070077769573}",Exp2_to_Exp1,Exp2,Exp1,R5
2158,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,2258,"{""RS50"": 0.016705814763914296}",Exp2_to_Exp1,Exp2,Exp1,R5
2178,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,2278,"{""RS50"": 0.00809912129105731}",Exp2_to_Exp1,Exp2,Exp1,R5
2200,CHECKPOINT,periodic,RESTART_GUARD,2278,{},Exp2_to_Exp1,Exp2,Exp1,R5
2269,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2369,"{""TES_clean"": 4.029510073842616}",Exp2_to_Exp1,Exp2,Exp1,R5
2289,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2389,"{""TES_clean"": 3.5756666393893006}",Exp2_to_Exp1,Exp2,Exp1,R5
2347,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2447,"{""TES_clean"": 3.998243335254683}",Exp2_to_Exp1,Exp2,Exp1,R5
2368,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2468,"{""TES_clean"": 11.041427801449755}",Exp2_to_Exp1,Exp2,Exp1,R5
2388,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2488,"{""TES_clean"": 4.106577084365573}",Exp2_to_Exp1,Exp2,Exp1,R5
2400,CHECKPOINT,periodic,RESTART_GUARD,2488,{},Exp2_to_Exp1,Exp2,Exp1,R5
2447,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2547,"{""TES_clean"": 3.5974531090413593}",Exp2_to_Exp1,Exp2,Exp1,R5
2481,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2581,"{""TES_clean"": 3.9186857683722907}",Exp2_to_Exp1,Exp2,Exp1,R5
2538,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2638,"{""TES_clean"": 3.267932758328214}",Exp2_to_Exp1,Exp2,Exp1,R5
2558,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2658,"{""TES_clean"": 10.248946592676534}",Exp2_to_Exp1,Exp2,Exp1,R5
2579,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2679,"{""TES_clean"": 3.6366211563688253}",Exp2_to_Exp1,Exp2,Exp1,R5
2600,CHECKPOINT,periodic,RESTART_GUARD,2679,{},Exp2_to_Exp1,Exp2,Exp1,R5
2619,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2719,"{""TES_clean"": 4.08639736910834}",Exp2_to_Exp1,Exp2,Exp1,R5
2647,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2747,"{""TES_clean"": 4.379358697845618}",Exp2_to_Exp1,Exp2,Exp1,R5
2667,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2767,"{""TES_clean"": 4.911343006929207}",Exp2_to_Exp1,Exp2,Exp1,R5
2725,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2825,"{""TES_clean"": 3.221734549887615}",Exp2_to_Exp1,Exp2,Exp1,R5
2784,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2884,"{""TES_clean"": 4.49080039842611}",Exp2_to_Exp1,Exp2,Exp1,R5
2800,CHECKPOINT,periodic,RESTART_GUARD,2884,{},Exp2_to_Exp1,Exp2,Exp1,R5
2818,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2918,"{""TES_clean"": 8.324858271297991}",Exp2_to_Exp1,Exp2,Exp1,R5
2843,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2943,"{""TES_clean"": 5.648698652637756}",Exp2_to_Exp1,Exp2,Exp1,R5
2865,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,2965,"{""TES_clean"": 4.51701438406389}",Exp2_to_Exp1,Exp2,Exp1,R5
2894,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,2994,"{""RS50"": 0.01189626639668428}",Exp2_to_Exp1,Exp2,Exp1,R5
2918,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3018,"{""TES_clean"": 10.803950178898782}",Exp2_to_Exp1,Exp2,Exp1,R5
2938,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3038,"{""TES_clean"": 9.401646161564665}",Exp2_to_Exp1,Exp2,Exp1,R5
2958,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3058,"{""TES_clean"": 13.38161449388344}",Exp2_to_Exp1,Exp2,Exp1,R5
2978,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3078,"{""TES_clean"": 16.456318633495965}",Exp2_to_Exp1,Exp2,Exp1,R5
3000,CHECKPOINT,periodic,RESTART_GUARD,3078,{},Exp2_to_Exp1,Exp2,Exp1,R5
3018,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3118,"{""TES_clean"": 4.23611255209044}",Exp2_to_Exp1,Exp2,Exp1,R5
3086,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3186,"{""TES_clean"": 3.7065768722545784}",Exp2_to_Exp1,Exp2,Exp1,R5
3123,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3223,"{""TES_clean"": 4.002763332657587}",Exp2_to_Exp1,Exp2,Exp1,R5
3143,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3243,"{""TES_clean"": 5.372146648734274}",Exp2_to_Exp1,Exp2,Exp1,R5
3200,CHECKPOINT,periodic,RESTART_GUARD,3243,{},Exp2_to_Exp1,Exp2,Exp1,R5
3239,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3339,"{""TES_clean"": 3.0738859696136633}",Exp2_to_Exp1,Exp2,Exp1,R5
3271,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3371,"{""TES_clean"": 3.513583724731477}",Exp2_to_Exp1,Exp2,Exp1,R5
3344,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3444,"{""TES_clean"": 3.554606681952993}",Exp2_to_Exp1,Exp2,Exp1,R5
3374,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3474,"{""TES_clean"": 5.1995391566511096}",Exp2_to_Exp1,Exp2,Exp1,R5
3400,CHECKPOINT,periodic,RESTART_GUARD,3474,{},Exp2_to_Exp1,Exp2,Exp1,R5
3421,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3521,"{""TES_clean"": 3.23222370213791}",Exp2_to_Exp1,Exp2,Exp1,R5
3448,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3548,"{""TES_clean"": 7.7442215346646375}",Exp2_to_Exp1,Exp2,Exp1,R5
3468,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3568,"{""TES_clean"": 3.2791626548250976}",Exp2_to_Exp1,Exp2,Exp1,R5
3491,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3591,"{""TES_clean"": 6.1681483404494895}",Exp2_to_Exp1,Exp2,Exp1,R5
3518,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3618,"{""TES_clean"": 5.526586099817983}",Exp2_to_Exp1,Exp2,Exp1,R5
3538,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3638,"{""TES_clean"": 4.284075730554387}",Exp2_to_Exp1,Exp2,Exp1,R5
3600,CHECKPOINT,periodic,RESTART_GUARD,3638,{},Exp2_to_Exp1,Exp2,Exp1,R5
3651,ENTER_STATE,TES_EVENT,FROZEN_EVENT,3751,"{""TES_clean"": 3.0647211708153055}",Exp2_to_Exp1,Exp2,Exp1,R5
3718,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3818,"{""TES_clean"": 4.685553237902855}",Exp2_to_Exp1,Exp2,Exp1,R5
3738,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,3838,"{""RS50"": 0.0057493466362913285}",Exp2_to_Exp1,Exp2,Exp1,R5
3758,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,3858,"{""RS50"": 0.007898798713094415}",Exp2_to_Exp1,Exp2,Exp1,R5
3778,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,3878,"{""RS50"": 0.005215842419916905}",Exp2_to_Exp1,Exp2,Exp1,R5
3800,CHECKPOINT,periodic,RESTART_GUARD,3878,{},Exp2_to_Exp1,Exp2,Exp1,R5
3818,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,3918,"{""TES_clean"": 6.440753809977631}",Exp2_to_Exp1,Exp2,Exp1,R5
3846,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,3946,"{""RS50"": 0.005302633121515656}",Exp2_to_Exp1,Exp2,Exp1,R5
3866,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,3966,"{""RS50"": 0.006121202163216708}",Exp2_to_Exp1,Exp2,Exp1,R5
3925,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4025,"{""TES_clean"": 14.075003925401752}",Exp2_to_Exp1,Exp2,Exp1,R5
3950,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4050,"{""TES_clean"": 4.094749592075088}",Exp2_to_Exp1,Exp2,Exp1,R5
4000,CHECKPOINT,periodic,RESTART_GUARD,4050,{},Exp2_to_Exp1,Exp2,Exp1,R5
4031,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4131,"{""TES_clean"": 3.3288115698993495}",Exp2_to_Exp1,Exp2,Exp1,R5
4055,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4155,"{""TES_clean"": 5.0002524275923035}",Exp2_to_Exp1,Exp2,Exp1,R5
4075,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4175,"{""TES_clean"": 5.088730012876277}",Exp2_to_Exp1,Exp2,Exp1,R5
4130,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4230,"{""TES_clean"": 4.431534058836432}",Exp2_to_Exp1,Exp2,Exp1,R5
4154,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4254,"{""TES_clean"": 3.609500172020341}",Exp2_to_Exp1,Exp2,Exp1,R5
4174,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4274,"{""TES_clean"": 5.176037627785142}",Exp2_to_Exp1,Exp2,Exp1,R5
4200,CHECKPOINT,periodic,RESTART_GUARD,4274,{},Exp2_to_Exp1,Exp2,Exp1,R5
4219,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4319,"{""TES_clean"": 7.485016898119678}",Exp2_to_Exp1,Exp2,Exp1,R5
4239,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4339,"{""TES_clean"": 291.446233211353}",Exp2_to_Exp1,Exp2,Exp1,R5
4259,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4359,"{""TES_clean"": 48.564015457624464}",Exp2_to_Exp1,Exp2,Exp1,R5
4279,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,4379,"{""RS50"": 0.06436669765830481}",Exp2_to_Exp1,Exp2,Exp1,R5
4319,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4419,"{""TES_clean"": 3.7781391058498124}",Exp2_to_Exp1,Exp2,Exp1,R5
4339,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4439,"{""TES_clean"": 4.7602896808933135}",Exp2_to_Exp1,Exp2,Exp1,R5
4400,CHECKPOINT,periodic,RESTART_GUARD,4439,{},Exp2_to_Exp1,Exp2,Exp1,R5
4424,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4524,"{""TES_clean"": 7.207907929932346}",Exp2_to_Exp1,Exp2,Exp1,R5
4444,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4544,"{""TES_clean"": 3.7800511236199537}",Exp2_to_Exp1,Exp2,Exp1,R5
4464,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4564,"{""TES_clean"": 3.432805223526222}",Exp2_to_Exp1,Exp2,Exp1,R5
4484,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4584,"{""TES_clean"": 10.4056210233143}",Exp2_to_Exp1,Exp2,Exp1,R5
4518,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4618,"{""TES_clean"": 20.776116423082}",Exp2_to_Exp1,Exp2,Exp1,R5
4539,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4639,"{""TES_clean"": 8.30230385818161}",Exp2_to_Exp1,Exp2,Exp1,R5
4563,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4663,"{""TES_clean"": 3.0675121759144037}",Exp2_to_Exp1,Exp2,Exp1,R5
4583,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4683,"{""TES_clean"": 3.5721885129101327}",Exp2_to_Exp1,Exp2,Exp1,R5
4600,CHECKPOINT,periodic,RESTART_GUARD,4683,{},Exp2_to_Exp1,Exp2,Exp1,R5
4625,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4725,"{""TES_clean"": 7.873462825801429}",Exp2_to_Exp1,Exp2,Exp1,R5
4647,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4747,"{""TES_clean"": 9.206736812573412}",Exp2_to_Exp1,Exp2,Exp1,R5
4667,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4767,"{""TES_clean"": 30.770120555039345}",Exp2_to_Exp1,Exp2,Exp1,R5
4687,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4787,"{""TES_clean"": 9.488406748856743}",Exp2_to_Exp1,Exp2,Exp1,R5
4725,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4825,"{""TES_clean"": 4.164942733130731}",Exp2_to_Exp1,Exp2,Exp1,R5
4746,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4846,"{""TES_clean"": 7.304472045418361}",Exp2_to_Exp1,Exp2,Exp1,R5
4766,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4866,"{""TES_clean"": 32.53285247833622}",Exp2_to_Exp1,Exp2,Exp1,R5
4786,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4886,"{""TES_clean"": 54.31880365080883}",Exp2_to_Exp1,Exp2,Exp1,R5
4800,CHECKPOINT,periodic,RESTART_GUARD,4886,{},Exp2_to_Exp1,Exp2,Exp1,R5
4818,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4918,"{""TES_clean"": 3.430489120900007}",Exp2_to_Exp1,Exp2,Exp1,R5
4858,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4958,"{""TES_clean"": 3.306580638081723}",Exp2_to_Exp1,Exp2,Exp1,R5
4878,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,4978,"{""TES_clean"": 18.542457344619436}",Exp2_to_Exp1,Exp2,Exp1,R5
4918,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5018,"{""TES_clean"": 3.082114291948597}",Exp2_to_Exp1,Exp2,Exp1,R5
4979,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5079,"{""TES_clean"": 4.709226220264053}",Exp2_to_Exp1,Exp2,Exp1,R5
5000,CHECKPOINT,periodic,RESTART_GUARD,5079,{},Exp2_to_Exp1,Exp2,Exp1,R5
5048,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5148,"{""TES_clean"": 7.857876417272953}",Exp2_to_Exp1,Exp2,Exp1,R5
5068,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5168,"{""TES_clean"": 8.412816056449262}",Exp2_to_Exp1,Exp2,Exp1,R5
5120,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5220,"{""TES_clean"": 3.0854908395385574}",Exp2_to_Exp1,Exp2,Exp1,R5
5159,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5259,"{""TES_clean"": 3.447643658924105}",Exp2_to_Exp1,Exp2,Exp1,R5
5179,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5279,"{""TES_clean"": 19.21806987381382}",Exp2_to_Exp1,Exp2,Exp1,R5
5200,CHECKPOINT,periodic,RESTART_GUARD,5279,{},Exp2_to_Exp1,Exp2,Exp1,R5
5218,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5318,"{""TES_clean"": 3.5713807188998627}",Exp2_to_Exp1,Exp2,Exp1,R5
