window_index,stage,candidate_id,prototype_recomputed,direction_id,ablation
221,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
222,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
223,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
224,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
225,2,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
951,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
952,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
953,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
954,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
955,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
956,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
957,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
958,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
959,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1242,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1243,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1244,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1245,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1246,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1247,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1248,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1249,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1250,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1251,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1252,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1253,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1254,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1255,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1256,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1258,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1259,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1260,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1261,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1262,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1263,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1264,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1265,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1266,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1267,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1268,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1269,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1270,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1271,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1272,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1273,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1275,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1276,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1466,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1467,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1469,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1472,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1516,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1517,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1518,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1519,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1520,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1521,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1522,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1523,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1524,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1525,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1528,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1529,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1530,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1531,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1532,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1533,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1534,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1535,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1536,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1537,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1538,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1539,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1540,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1541,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1542,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1543,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1544,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1545,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1546,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1547,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1548,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1549,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1550,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1551,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1552,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1553,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1554,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1555,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1556,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1557,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1558,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1559,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1572,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1575,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1576,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1577,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1578,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1579,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1580,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1581,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1582,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1583,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1584,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1585,4,STABLE,1,Exp1_to_Exp2,A6_ANCHOR_FUSION
1586,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1587,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1588,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1589,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1590,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1592,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
1616,4,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
256,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
257,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
258,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
259,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
276,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
277,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
278,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
279,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
280,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
281,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
282,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
283,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
294,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
295,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
296,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
297,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
310,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
311,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
312,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
313,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
314,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
315,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
316,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
317,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
318,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
319,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
320,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
321,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
322,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
323,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
324,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
325,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
326,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
327,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
328,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
329,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
330,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
331,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
332,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
333,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
334,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
335,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
336,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
337,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
338,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
339,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
340,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
341,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
342,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
343,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
344,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
345,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
346,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
347,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
348,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
349,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
350,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
351,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
352,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
353,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
354,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
355,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
356,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
357,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
358,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
359,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
360,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
361,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
362,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
363,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
364,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
365,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
366,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
367,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
368,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
369,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
370,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
371,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
372,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
373,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
374,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
375,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
376,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
377,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
378,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
395,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
396,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
397,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
398,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
410,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
411,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
412,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
413,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
414,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
415,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
416,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
417,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
418,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
427,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
473,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
474,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
475,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
476,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
477,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
478,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
479,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
480,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
510,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
511,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
512,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
513,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
514,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
515,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
516,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
517,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
518,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
519,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
520,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
521,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
533,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
534,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
535,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
536,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
537,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
538,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
539,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
540,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
541,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
542,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
543,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
551,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
552,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
553,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
554,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
555,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
556,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
557,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
580,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
581,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
582,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
583,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
584,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
585,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
586,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
587,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
588,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
589,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
590,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
591,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
592,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
593,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
594,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
629,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
630,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
631,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
632,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
633,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
634,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
650,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
665,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
666,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
667,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
668,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
669,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
710,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
711,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
721,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
722,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
723,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
724,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
725,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
726,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
727,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
728,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
729,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
730,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
731,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
732,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
733,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
734,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
735,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
736,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
737,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
738,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
785,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
793,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
810,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
811,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
812,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
813,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
814,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
815,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
836,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
837,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
838,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
839,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
840,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
841,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
842,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
843,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
844,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
845,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
846,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
847,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
848,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
849,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
850,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
869,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
870,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
871,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
872,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
873,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
874,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
875,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
876,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
893,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
894,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
895,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
896,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
897,5,STABLE,1,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
898,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
910,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
911,5,STABLE,0,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
