dataset,descriptor_scaler_mode,variant,input_index,cycle,from_state,to_state,local_state_id,state_start_cycle,reason,state_reuse_action,reuse_distance,nearest_local_state_id,model_divergence_in_change_evidence
Exp1,frozen_descriptor_scaler,without_drift_velocity,1239,6205.5,STABLE,TRANSITION,1,6185.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,1285,6435.5,TRANSITION,NEW_STABLE,2,6185.5,persistent_new_distribution_created,created,10.23569238777595,1.0,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,1301,6515.5,NEW_STABLE,STABLE,2,6185.5,new_state_confirmed,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,1516,7590.5,STABLE,TRANSITION,2,7570.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,1598,8000.5,TRANSITION,NEW_STABLE,3,7570.5,persistent_new_distribution_created,created,5.186245296275357,1.0,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,1614,8080.5,NEW_STABLE,STABLE,3,7570.5,new_state_confirmed,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,2560,12810.5,STABLE,TRANSITION,3,12790.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,2637,13195.5,TRANSITION,NEW_STABLE,3,12790.5,persistent_new_distribution_reused,reused,1.3800119834876199,3.0,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,2653,13275.5,NEW_STABLE,STABLE,3,12790.5,new_state_confirmed,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,2871,14365.5,STABLE,TRANSITION,3,14345.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,2957,14795.5,TRANSITION,NEW_STABLE,3,14345.5,persistent_new_distribution_reused,reused,0.9361987556900755,3.0,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,2973,14875.5,NEW_STABLE,STABLE,3,14345.5,new_state_confirmed,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,3929,19655.5,STABLE,TRANSITION,3,19635.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,3940,19710.5,TRANSITION,TEMPORARY_DISTURBANCE,3,19635.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,3946,19740.5,TEMPORARY_DISTURBANCE,STABLE,3,19635.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4163,20825.5,STABLE,TRANSITION,3,20805.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4186,20940.5,TRANSITION,TEMPORARY_DISTURBANCE,3,20805.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4192,20970.5,TEMPORARY_DISTURBANCE,STABLE,3,20805.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4227,21145.5,STABLE,TRANSITION,3,21125.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4323,21625.5,TRANSITION,NEW_STABLE,3,21125.5,persistent_new_distribution_reused,reused,1.666248322318622,3.0,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4339,21705.5,NEW_STABLE,STABLE,3,21125.5,new_state_confirmed,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4477,22395.5,STABLE,TRANSITION,3,22375.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4500,22510.5,TRANSITION,TEMPORARY_DISTURBANCE,3,22375.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,4506,22540.5,TEMPORARY_DISTURBANCE,STABLE,3,22375.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5230,26160.5,STABLE,TRANSITION,3,26140.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5238,26200.5,TRANSITION,TEMPORARY_DISTURBANCE,3,26140.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5244,26230.5,TEMPORARY_DISTURBANCE,STABLE,3,26140.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5463,27325.5,STABLE,TRANSITION,3,27305.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5475,27385.5,TRANSITION,TEMPORARY_DISTURBANCE,3,27305.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5481,27415.5,TEMPORARY_DISTURBANCE,STABLE,3,27305.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5568,27850.5,STABLE,TRANSITION,3,27830.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5599,28005.5,TRANSITION,TEMPORARY_DISTURBANCE,3,27830.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5605,28035.5,TEMPORARY_DISTURBANCE,STABLE,3,27830.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5820,29110.5,STABLE,TRANSITION,3,29090.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5839,29205.5,TRANSITION,TEMPORARY_DISTURBANCE,3,29090.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,5845,29235.5,TEMPORARY_DISTURBANCE,STABLE,3,29090.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,6493,32475.5,STABLE,TRANSITION,3,32455.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,6496,32490.5,TRANSITION,TEMPORARY_DISTURBANCE,3,32455.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,6502,32520.5,TEMPORARY_DISTURBANCE,STABLE,3,32455.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,6921,34615.5,STABLE,TRANSITION,3,34595.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,6998,35000.5,TRANSITION,NEW_STABLE,4,34595.5,persistent_new_distribution_created,created,4.820134277631933,3.0,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7014,35080.5,NEW_STABLE,STABLE,4,34595.5,new_state_confirmed,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7174,35880.5,STABLE,TRANSITION,4,35860.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7180,35910.5,TRANSITION,TEMPORARY_DISTURBANCE,4,35860.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7186,35940.5,TEMPORARY_DISTURBANCE,STABLE,4,35860.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7191,35965.5,STABLE,TRANSITION,4,35945.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7194,35980.5,TRANSITION,TEMPORARY_DISTURBANCE,4,35945.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7200,36010.5,TEMPORARY_DISTURBANCE,STABLE,4,35945.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7825,39135.5,STABLE,TRANSITION,4,39115.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7847,39245.5,TRANSITION,TEMPORARY_DISTURBANCE,4,39115.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,7853,39275.5,TEMPORARY_DISTURBANCE,STABLE,4,39115.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,8274,41380.5,STABLE,TRANSITION,4,41360.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,8303,41525.5,TRANSITION,TEMPORARY_DISTURBANCE,4,41360.5,short_change_returned_to_anchor,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,8309,41555.5,TEMPORARY_DISTURBANCE,STABLE,4,41360.5,temporary_disturbance_recovered,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,8326,41640.5,STABLE,TRANSITION,4,41620.5,persistent_change_evidence,,,,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,8353,41775.5,TRANSITION,NEW_STABLE,5,41620.5,persistent_new_distribution_created,created,16.33220981133907,4.0,0
Exp1,frozen_descriptor_scaler,without_drift_velocity,8369,41855.5,NEW_STABLE,STABLE,5,41620.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,68,350.5,STABLE,TRANSITION,1,330.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,77,395.5,TRANSITION,TEMPORARY_DISTURBANCE,1,330.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,83,425.5,TEMPORARY_DISTURBANCE,STABLE,1,330.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,123,625.5,STABLE,TRANSITION,1,605.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,166,840.5,TRANSITION,NEW_STABLE,2,605.5,persistent_new_distribution_created,created,9.95199353673292,1.0,0
Exp2,frozen_descriptor_scaler,full,182,920.5,NEW_STABLE,STABLE,2,605.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,187,945.5,STABLE,TRANSITION,2,925.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,204,1030.5,TRANSITION,TEMPORARY_DISTURBANCE,2,925.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,210,1060.5,TEMPORARY_DISTURBANCE,STABLE,2,925.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,242,1220.5,STABLE,TRANSITION,2,1200.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,258,1300.5,TRANSITION,TEMPORARY_DISTURBANCE,2,1200.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,264,1330.5,TEMPORARY_DISTURBANCE,STABLE,2,1200.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,302,1520.5,STABLE,TRANSITION,2,1500.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,322,1620.5,TRANSITION,TEMPORARY_DISTURBANCE,2,1500.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,328,1650.5,TEMPORARY_DISTURBANCE,STABLE,2,1500.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,362,1820.5,STABLE,TRANSITION,2,1800.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,378,1900.5,TRANSITION,TEMPORARY_DISTURBANCE,2,1800.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,384,1930.5,TEMPORARY_DISTURBANCE,STABLE,2,1800.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,423,2125.5,STABLE,TRANSITION,2,2105.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,505,2535.5,TRANSITION,NEW_STABLE,2,2105.5,persistent_new_distribution_reused,reused,1.319036020321026,2.0,0
Exp2,frozen_descriptor_scaler,full,521,2615.5,NEW_STABLE,STABLE,2,2105.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,543,2725.5,STABLE,TRANSITION,2,2705.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,558,2800.5,TRANSITION,TEMPORARY_DISTURBANCE,2,2705.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,564,2830.5,TEMPORARY_DISTURBANCE,STABLE,2,2705.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,569,2855.5,STABLE,TRANSITION,2,2835.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,573,2875.5,TRANSITION,TEMPORARY_DISTURBANCE,2,2835.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,579,2905.5,TEMPORARY_DISTURBANCE,STABLE,2,2835.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,584,2930.5,STABLE,TRANSITION,2,2910.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,618,3100.5,TRANSITION,TEMPORARY_DISTURBANCE,2,2910.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,624,3130.5,TEMPORARY_DISTURBANCE,STABLE,2,2910.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,653,3275.5,STABLE,TRANSITION,2,3255.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,702,3520.5,TRANSITION,NEW_STABLE,3,3255.5,persistent_new_distribution_created,created,3.40353004887626,1.0,0
Exp2,frozen_descriptor_scaler,full,718,3600.5,NEW_STABLE,STABLE,3,3255.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,724,3630.5,STABLE,TRANSITION,3,3610.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,743,3725.5,TRANSITION,TEMPORARY_DISTURBANCE,3,3610.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,749,3755.5,TEMPORARY_DISTURBANCE,STABLE,3,3610.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,782,3920.5,STABLE,TRANSITION,3,3900.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,926,4640.5,TRANSITION,NEW_STABLE,3,3900.5,persistent_new_distribution_reused,reused,1.1606201830194818,3.0,0
Exp2,frozen_descriptor_scaler,full,942,4720.5,NEW_STABLE,STABLE,3,3900.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,1022,5120.5,STABLE,TRANSITION,3,5100.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1104,5530.5,TRANSITION,NEW_STABLE,4,5100.5,persistent_new_distribution_created,created,2.9940220951968897,3.0,0
Exp2,frozen_descriptor_scaler,full,1120,5610.5,NEW_STABLE,STABLE,4,5100.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,1142,5720.5,STABLE,TRANSITION,4,5700.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1178,5900.5,TRANSITION,TEMPORARY_DISTURBANCE,4,5700.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,1184,5930.5,TEMPORARY_DISTURBANCE,STABLE,4,5700.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,1263,6325.5,STABLE,TRANSITION,4,6305.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1363,6825.5,TRANSITION,NEW_STABLE,5,6305.5,persistent_new_distribution_created,created,3.103047552619854,2.0,0
Exp2,frozen_descriptor_scaler,full,1379,6905.5,NEW_STABLE,STABLE,5,6305.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,1384,6930.5,STABLE,TRANSITION,5,6910.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1531,7665.5,TRANSITION,NEW_STABLE,6,6910.5,persistent_new_distribution_created,created,2.207813313399354,1.0,0
Exp2,frozen_descriptor_scaler,full,1547,7745.5,NEW_STABLE,STABLE,6,6910.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,1562,7820.5,STABLE,TRANSITION,6,7800.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1583,7925.5,TRANSITION,TEMPORARY_DISTURBANCE,6,7800.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,1589,7955.5,TEMPORARY_DISTURBANCE,STABLE,6,7800.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,1613,8075.5,STABLE,TRANSITION,6,8055.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1638,8200.5,TRANSITION,TEMPORARY_DISTURBANCE,6,8055.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,1644,8230.5,TEMPORARY_DISTURBANCE,STABLE,6,8055.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,1682,8420.5,STABLE,TRANSITION,6,8400.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1717,8595.5,TRANSITION,TEMPORARY_DISTURBANCE,6,8400.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,1723,8625.5,TEMPORARY_DISTURBANCE,STABLE,6,8400.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,1744,8730.5,STABLE,TRANSITION,6,8710.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1757,8795.5,TRANSITION,TEMPORARY_DISTURBANCE,6,8710.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,1763,8825.5,TEMPORARY_DISTURBANCE,STABLE,6,8710.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,1912,9570.5,STABLE,TRANSITION,6,9550.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,1937,9695.5,TRANSITION,TEMPORARY_DISTURBANCE,6,9550.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,1943,9725.5,TEMPORARY_DISTURBANCE,STABLE,6,9550.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,1972,9870.5,STABLE,TRANSITION,6,9850.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,2002,10020.5,TRANSITION,TEMPORARY_DISTURBANCE,6,9850.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,2008,10050.5,TEMPORARY_DISTURBANCE,STABLE,6,9850.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,2042,10220.5,STABLE,TRANSITION,6,10200.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,2076,10390.5,TRANSITION,TEMPORARY_DISTURBANCE,6,10200.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,2082,10420.5,TEMPORARY_DISTURBANCE,STABLE,6,10200.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,2102,10520.5,STABLE,TRANSITION,6,10500.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,2117,10595.5,TRANSITION,TEMPORARY_DISTURBANCE,6,10500.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,2123,10625.5,TEMPORARY_DISTURBANCE,STABLE,6,10500.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,2162,10820.5,STABLE,TRANSITION,6,10800.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,2177,10895.5,TRANSITION,TEMPORARY_DISTURBANCE,6,10800.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,2183,10925.5,TEMPORARY_DISTURBANCE,STABLE,6,10800.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,2223,11125.5,STABLE,TRANSITION,6,11105.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,2397,11995.5,TRANSITION,NEW_STABLE,7,11105.5,persistent_new_distribution_created,created,5.669991805614726,3.0,0
Exp2,frozen_descriptor_scaler,full,2413,12075.5,NEW_STABLE,STABLE,7,11105.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,full,2523,12625.5,STABLE,TRANSITION,7,12605.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,2562,12820.5,TRANSITION,TEMPORARY_DISTURBANCE,7,12605.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,2568,12850.5,TEMPORARY_DISTURBANCE,STABLE,7,12605.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,full,2643,13225.5,STABLE,TRANSITION,7,13205.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,full,2657,13295.5,TRANSITION,TEMPORARY_DISTURBANCE,7,13205.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,full,2663,13325.5,TEMPORARY_DISTURBANCE,STABLE,7,13205.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,68,350.5,STABLE,TRANSITION,1,330.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,77,395.5,TRANSITION,TEMPORARY_DISTURBANCE,1,330.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,83,425.5,TEMPORARY_DISTURBANCE,STABLE,1,330.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,123,625.5,STABLE,TRANSITION,1,605.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,166,840.5,TRANSITION,NEW_STABLE,2,605.5,persistent_new_distribution_created,created,9.95199353673292,1.0,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,182,920.5,NEW_STABLE,STABLE,2,605.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,187,945.5,STABLE,TRANSITION,2,925.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,204,1030.5,TRANSITION,TEMPORARY_DISTURBANCE,2,925.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,210,1060.5,TEMPORARY_DISTURBANCE,STABLE,2,925.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,242,1220.5,STABLE,TRANSITION,2,1200.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,258,1300.5,TRANSITION,TEMPORARY_DISTURBANCE,2,1200.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,264,1330.5,TEMPORARY_DISTURBANCE,STABLE,2,1200.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,302,1520.5,STABLE,TRANSITION,2,1500.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,322,1620.5,TRANSITION,TEMPORARY_DISTURBANCE,2,1500.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,328,1650.5,TEMPORARY_DISTURBANCE,STABLE,2,1500.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,362,1820.5,STABLE,TRANSITION,2,1800.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,378,1900.5,TRANSITION,TEMPORARY_DISTURBANCE,2,1800.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,384,1930.5,TEMPORARY_DISTURBANCE,STABLE,2,1800.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,423,2125.5,STABLE,TRANSITION,2,2105.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,505,2535.5,TRANSITION,NEW_STABLE,2,2105.5,persistent_new_distribution_reused,reused,1.319036020321026,2.0,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,521,2615.5,NEW_STABLE,STABLE,2,2105.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,543,2725.5,STABLE,TRANSITION,2,2705.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,558,2800.5,TRANSITION,TEMPORARY_DISTURBANCE,2,2705.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,564,2830.5,TEMPORARY_DISTURBANCE,STABLE,2,2705.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,569,2855.5,STABLE,TRANSITION,2,2835.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,573,2875.5,TRANSITION,TEMPORARY_DISTURBANCE,2,2835.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,579,2905.5,TEMPORARY_DISTURBANCE,STABLE,2,2835.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,584,2930.5,STABLE,TRANSITION,2,2910.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,618,3100.5,TRANSITION,TEMPORARY_DISTURBANCE,2,2910.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,624,3130.5,TEMPORARY_DISTURBANCE,STABLE,2,2910.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,653,3275.5,STABLE,TRANSITION,2,3255.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,702,3520.5,TRANSITION,NEW_STABLE,3,3255.5,persistent_new_distribution_created,created,3.40353004887626,1.0,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,718,3600.5,NEW_STABLE,STABLE,3,3255.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,724,3630.5,STABLE,TRANSITION,3,3610.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,743,3725.5,TRANSITION,TEMPORARY_DISTURBANCE,3,3610.5,short_change_returned_to_anchor,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,749,3755.5,TEMPORARY_DISTURBANCE,STABLE,3,3610.5,temporary_disturbance_recovered,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,782,3920.5,STABLE,TRANSITION,3,3900.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,926,4640.5,TRANSITION,NEW_STABLE,3,3900.5,persistent_new_distribution_reused,reused,1.1606201830194818,3.0,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,942,4720.5,NEW_STABLE,STABLE,3,3900.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,1022,5120.5,STABLE,TRANSITION,3,5100.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,1104,5530.5,TRANSITION,NEW_STABLE,4,5100.5,persistent_new_distribution_created,created,2.9940220951968897,3.0,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,1120,5610.5,NEW_STABLE,STABLE,4,5100.5,new_state_confirmed,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,1142,5720.5,STABLE,TRANSITION,4,5700.5,persistent_change_evidence,,,,0
Exp2,frozen_descriptor_scaler,without_prediction_surprise,1178,5900.5,TRANSITION,TEMPORARY_DISTURBANCE,4,5700.5,short_change_returned_to_anchor,,,,0
