direction,setting,seed,metric,value,dataset
Exp2_to_Exp1,TargetSupervisedUpperBound,3403,Top-8 event recall,0.5,Exp1
Exp2_to_Exp1,TargetSupervisedUpperBound,3403,Top-12 event recall,0.5,Exp1
Exp2_to_Exp1,DirectTransfer,3404,Top-4 event recall,0.25,Exp1
Exp2_to_Exp1,DirectTransfer,3404,Top-8 event recall,0.25,Exp1
Exp2_to_Exp1,DirectTransfer,3404,Top-12 event recall,0.25,Exp1
Exp2_to_Exp1,CalibrationOnly,3404,Top-4 event recall,0.75,Exp1
Exp2_to_Exp1,CalibrationOnly,3404,Top-8 event recall,0.75,Exp1
Exp2_to_Exp1,CalibrationOnly,3404,Top-12 event recall,0.75,Exp1
Exp2_to_Exp1,OnlineAdaptation,3404,Top-4 event recall,0.75,Exp1
Exp2_to_Exp1,OnlineAdaptation,3404,Top-8 event recall,1.0,Exp1
Exp2_to_Exp1,OnlineAdaptation,3404,Top-12 event recall,1.0,Exp1
Exp2_to_Exp1,TargetSupervisedUpperBound,3404,Top-4 event recall,0.75,Exp1
Exp2_to_Exp1,TargetSupervisedUpperBound,3404,Top-8 event recall,0.75,Exp1
Exp2_to_Exp1,TargetSupervisedUpperBound,3404,Top-12 event recall,0.75,Exp1
Exp2_to_Exp1,DirectTransfer,3405,Top-4 event recall,0.25,Exp1
Exp2_to_Exp1,DirectTransfer,3405,Top-8 event recall,0.25,Exp1
Exp2_to_Exp1,DirectTransfer,3405,Top-12 event recall,0.25,Exp1
Exp2_to_Exp1,CalibrationOnly,3405,Top-4 event recall,0.75,Exp1
Exp2_to_Exp1,CalibrationOnly,3405,Top-8 event recall,0.75,Exp1
Exp2_to_Exp1,CalibrationOnly,3405,Top-12 event recall,0.75,Exp1
Exp2_to_Exp1,OnlineAdaptation,3405,Top-4 event recall,0.75,Exp1
Exp2_to_Exp1,OnlineAdaptation,3405,Top-8 event recall,1.0,Exp1
Exp2_to_Exp1,OnlineAdaptation,3405,Top-12 event recall,1.0,Exp1
Exp2_to_Exp1,TargetSupervisedUpperBound,3405,Top-4 event recall,0.75,Exp1
Exp2_to_Exp1,TargetSupervisedUpperBound,3405,Top-8 event recall,0.75,Exp1
Exp2_to_Exp1,TargetSupervisedUpperBound,3405,Top-12 event recall,0.75,Exp1
