window_index,center_cycle,adapter_updated,adapter_update_reason,adapter_rollback,rollback_reason,adapter_learning_rate,beta_norm,beta_change_norm,direction_id
743,3725.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
744,3730.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
745,3735.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
746,3740.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
747,3745.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
748,3750.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
749,3755.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
750,3760.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
751,3765.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
752,3770.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
753,3775.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
754,3780.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
755,3785.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
756,3790.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
757,3795.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
758,3800.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
759,3805.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
760,3810.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
761,3815.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
762,3820.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
763,3825.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
764,3830.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
765,3835.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
766,3840.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
767,3845.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
768,3850.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
769,3855.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
770,3860.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
771,3865.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
772,3870.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
773,3875.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
774,3880.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
775,3885.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
776,3890.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
777,3895.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
778,3900.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
779,3905.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
780,3910.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
781,3915.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
782,3920.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
783,3925.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
784,3930.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
785,3935.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
786,3940.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
787,3945.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
788,3950.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
789,3955.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
790,3960.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
791,3965.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
792,3970.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
793,3975.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
794,3980.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
795,3985.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
796,3990.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
797,3995.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
798,4000.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
799,4005.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
800,4010.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
801,4015.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
802,4020.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
803,4025.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
804,4030.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
805,4035.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
806,4040.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
807,4045.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
808,4050.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
809,4055.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
810,4060.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
811,4065.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
812,4070.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
813,4075.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
814,4080.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
815,4085.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
816,4090.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
817,4095.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
818,4100.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
819,4105.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
820,4110.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
821,4115.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
822,4120.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
823,4125.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
824,4130.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
825,4135.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
826,4140.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
827,4145.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
828,4150.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
829,4155.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
830,4160.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
831,4165.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
832,4170.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
833,4175.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
834,4180.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
835,4185.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
836,4190.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
837,4195.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
838,4200.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
839,4205.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
840,4210.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
841,4215.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
842,4220.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
843,4225.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
844,4230.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
845,4235.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
846,4240.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
847,4245.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
848,4250.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
849,4255.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
850,4260.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
851,4265.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
852,4270.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
853,4275.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
854,4280.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
855,4285.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
856,4290.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
857,4295.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
858,4300.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
859,4305.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
860,4310.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
861,4315.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
862,4320.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
863,4325.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
864,4330.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
865,4335.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
866,4340.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
867,4345.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
868,4350.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
869,4355.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
870,4360.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
871,4365.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
872,4370.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
873,4375.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
874,4380.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
875,4385.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
876,4390.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
877,4395.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
878,4400.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
879,4405.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
880,4410.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
881,4415.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
882,4420.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
883,4425.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
884,4430.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
885,4435.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
886,4440.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
887,4445.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
888,4450.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
889,4455.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
890,4460.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
891,4465.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
892,4470.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
893,4475.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
894,4480.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
895,4485.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
896,4490.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
897,4495.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
898,4500.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
899,4505.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
900,4510.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
901,4515.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
902,4520.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
903,4525.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
904,4530.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
905,4535.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
906,4540.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
907,4545.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
908,4550.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
909,4555.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
910,4560.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
911,4565.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
912,4570.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
913,4575.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
914,4580.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
915,4585.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
916,4590.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
917,4595.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
918,4600.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
919,4605.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
920,4610.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
921,4615.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
922,4620.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
923,4625.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
924,4630.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
925,4635.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
926,4640.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
927,4645.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
928,4650.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
929,4655.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
930,4660.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
931,4665.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
932,4670.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
933,4675.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
934,4680.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
935,4685.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
936,4690.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
937,4695.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
938,4700.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
939,4705.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
940,4710.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
941,4715.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
942,4720.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
943,4725.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
944,4730.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
945,4735.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
946,4740.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
947,4745.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
948,4750.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
949,4755.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
950,4760.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
951,4765.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
952,4770.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
953,4775.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
954,4780.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
955,4785.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
956,4790.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
957,4795.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
958,4800.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
959,4805.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
960,4810.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
961,4815.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
962,4820.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
963,4825.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
964,4830.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
965,4835.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
966,4840.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
967,4845.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
968,4850.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
969,4855.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
970,4860.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
971,4865.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
972,4870.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
973,4875.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
974,4880.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
975,4885.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
976,4890.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
977,4895.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
978,4900.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
979,4905.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
980,4910.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
981,4915.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
982,4920.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
983,4925.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
984,4930.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
985,4935.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
986,4940.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
987,4945.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
988,4950.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
989,4955.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
990,4960.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
991,4965.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
992,4970.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
993,4975.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
994,4980.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
995,4985.5,0,HIGH_OOS,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
996,4990.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
997,4995.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
998,5000.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
999,5005.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1000,5010.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1001,5015.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1002,5020.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1003,5025.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1004,5030.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1005,5035.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1006,5040.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1007,5045.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1008,5050.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1009,5055.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1010,5060.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1011,5065.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1012,5070.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
1013,5075.5,0,RESTART_GUARD,0,,5e-05,0.1395228656909416,0.0,Exp1_to_Exp2
