protocol_id,output_name,horizon_cycles,prediction_origin_cycle,target_due_cycle,due_observation_cycle,rls_update_cycle
B_Exp2_to_Exp1,V500_norm,100,8210.5,8310.5,8310.5,8310.5
B_Exp2_to_Exp1,V500_norm,100,8260.5,8360.5,8360.5,8360.5
B_Exp2_to_Exp1,V500_norm,100,8310.5,8410.5,8410.5,8410.5
B_Exp2_to_Exp1,V500_norm,100,8360.5,8460.5,8460.5,8460.5
B_Exp2_to_Exp1,V500_norm,100,8410.5,8510.5,8510.5,8510.5
B_Exp2_to_Exp1,V500_norm,100,8460.5,8560.5,8560.5,8560.5
B_Exp2_to_Exp1,V500_norm,100,8610.5,8710.5,8710.5,8710.5
B_Exp2_to_Exp1,V500_norm,100,8660.5,8760.5,8760.5,8760.5
B_Exp2_to_Exp1,V500_norm,100,8710.5,8810.5,8810.5,8810.5
B_Exp2_to_Exp1,V500_norm,100,8760.5,8860.5,8860.5,8860.5
B_Exp2_to_Exp1,V500_norm,100,8810.5,8910.5,8910.5,8910.5
B_Exp2_to_Exp1,V500_norm,100,8860.5,8960.5,8960.5,8960.5
B_Exp2_to_Exp1,V500_norm,100,8910.5,9010.5,9010.5,9010.5
B_Exp2_to_Exp1,V500_norm,100,8960.5,9060.5,9060.5,9060.5
B_Exp2_to_Exp1,V500_norm,100,9110.5,9210.5,9210.5,9210.5
B_Exp2_to_Exp1,V500_norm,100,9160.5,9260.5,9260.5,9260.5
B_Exp2_to_Exp1,V500_norm,100,9210.5,9310.5,9310.5,9310.5
B_Exp2_to_Exp1,V500_norm,100,9260.5,9360.5,9360.5,9360.5
B_Exp2_to_Exp1,V500_norm,100,9310.5,9410.5,9410.5,9410.5
B_Exp2_to_Exp1,V500_norm,100,9360.5,9460.5,9460.5,9460.5
B_Exp2_to_Exp1,V500_norm,100,9410.5,9510.5,9510.5,9510.5
B_Exp2_to_Exp1,V500_norm,100,9460.5,9560.5,9560.5,9560.5
B_Exp2_to_Exp1,V500_norm,100,9610.5,9710.5,9710.5,9710.5
B_Exp2_to_Exp1,V500_norm,100,9660.5,9760.5,9760.5,9760.5
B_Exp2_to_Exp1,V500_norm,100,9710.5,9810.5,9810.5,9810.5
B_Exp2_to_Exp1,V500_norm,100,9760.5,9860.5,9860.5,9860.5
B_Exp2_to_Exp1,V500_norm,100,9810.5,9910.5,9910.5,9910.5
B_Exp2_to_Exp1,V500_norm,100,9860.5,9960.5,9960.5,9960.5
B_Exp2_to_Exp1,V500_norm,100,9910.5,10010.5,10010.5,10010.5
B_Exp2_to_Exp1,V500_norm,100,9960.5,10060.5,10060.5,10060.5
B_Exp2_to_Exp1,V500_norm,100,10110.5,10210.5,10210.5,10210.5
B_Exp2_to_Exp1,V500_norm,100,10160.5,10260.5,10260.5,10260.5
B_Exp2_to_Exp1,V500_norm,100,10210.5,10310.5,10310.5,10310.5
B_Exp2_to_Exp1,V500_norm,100,10260.5,10360.5,10360.5,10360.5
B_Exp2_to_Exp1,V500_norm,100,10310.5,10410.5,10410.5,10410.5
B_Exp2_to_Exp1,V500_norm,100,10360.5,10460.5,10460.5,10460.5
B_Exp2_to_Exp1,V500_norm,100,10410.5,10510.5,10510.5,10510.5
B_Exp2_to_Exp1,V500_norm,100,10460.5,10560.5,10560.5,10560.5
B_Exp2_to_Exp1,V500_norm,100,10610.5,10710.5,10710.5,10710.5
B_Exp2_to_Exp1,V500_norm,100,10660.5,10760.5,10760.5,10760.5
B_Exp2_to_Exp1,V500_norm,100,10710.5,10810.5,10810.5,10810.5
B_Exp2_to_Exp1,V500_norm,100,10760.5,10860.5,10860.5,10860.5
B_Exp2_to_Exp1,V500_norm,100,10810.5,10910.5,10910.5,10910.5
B_Exp2_to_Exp1,V500_norm,100,10860.5,10960.5,10960.5,10960.5
B_Exp2_to_Exp1,V500_norm,100,10910.5,11010.5,11010.5,11010.5
B_Exp2_to_Exp1,V500_norm,100,10960.5,11060.5,11060.5,11060.5
B_Exp2_to_Exp1,V500_norm,100,11110.5,11210.5,11210.5,11210.5
B_Exp2_to_Exp1,V500_norm,100,11160.5,11260.5,11260.5,11260.5
B_Exp2_to_Exp1,V500_norm,100,11210.5,11310.5,11310.5,11310.5
B_Exp2_to_Exp1,V500_norm,100,11260.5,11360.5,11360.5,11360.5
B_Exp2_to_Exp1,V500_norm,100,11310.5,11410.5,11410.5,11410.5
B_Exp2_to_Exp1,V500_norm,100,11360.5,11460.5,11460.5,11460.5
B_Exp2_to_Exp1,V500_norm,100,11410.5,11510.5,11510.5,11510.5
B_Exp2_to_Exp1,V500_norm,100,11460.5,11560.5,11560.5,11560.5
B_Exp2_to_Exp1,V500_norm,100,11610.5,11710.5,11710.5,11710.5
B_Exp2_to_Exp1,V500_norm,100,11660.5,11760.5,11760.5,11760.5
B_Exp2_to_Exp1,V500_norm,100,11710.5,11810.5,11810.5,11810.5
B_Exp2_to_Exp1,V500_norm,100,11760.5,11860.5,11860.5,11860.5
B_Exp2_to_Exp1,V500_norm,100,11810.5,11910.5,11910.5,11910.5
B_Exp2_to_Exp1,V500_norm,100,11860.5,11960.5,11960.5,11960.5
B_Exp2_to_Exp1,V500_norm,100,11910.5,12010.5,12010.5,12010.5
B_Exp2_to_Exp1,V500_norm,100,11960.5,12060.5,12060.5,12060.5
B_Exp2_to_Exp1,V500_norm,100,12110.5,12210.5,12210.5,12210.5
B_Exp2_to_Exp1,V500_norm,100,12160.5,12260.5,12260.5,12260.5
B_Exp2_to_Exp1,V500_norm,100,12210.5,12310.5,12310.5,12310.5
B_Exp2_to_Exp1,V500_norm,100,12260.5,12360.5,12360.5,12360.5
B_Exp2_to_Exp1,V500_norm,100,12310.5,12410.5,12410.5,12410.5
B_Exp2_to_Exp1,V500_norm,100,12360.5,12460.5,12460.5,12460.5
B_Exp2_to_Exp1,V500_norm,100,12410.5,12510.5,12510.5,12510.5
B_Exp2_to_Exp1,V500_norm,100,12460.5,12560.5,12560.5,12560.5
B_Exp2_to_Exp1,V500_norm,100,12610.5,12710.5,12710.5,12710.5
B_Exp2_to_Exp1,V500_norm,100,12660.5,12760.5,12760.5,12760.5
B_Exp2_to_Exp1,V500_norm,100,12710.5,12810.5,12810.5,12810.5
B_Exp2_to_Exp1,V500_norm,100,12760.5,12860.5,12860.5,12860.5
B_Exp2_to_Exp1,V500_norm,100,12810.5,12910.5,12910.5,12910.5
B_Exp2_to_Exp1,V500_norm,100,12860.5,12960.5,12960.5,12960.5
B_Exp2_to_Exp1,V500_norm,100,12910.5,13010.5,13010.5,13010.5
B_Exp2_to_Exp1,V500_norm,100,12960.5,13060.5,13060.5,13060.5
B_Exp2_to_Exp1,V500_norm,100,13110.5,13210.5,13210.5,13210.5
B_Exp2_to_Exp1,V500_norm,100,13160.5,13260.5,13260.5,13260.5
B_Exp2_to_Exp1,V500_norm,100,13210.5,13310.5,13310.5,13310.5
B_Exp2_to_Exp1,V500_norm,100,13260.5,13360.5,13360.5,13360.5
B_Exp2_to_Exp1,V500_norm,100,13310.5,13410.5,13410.5,13410.5
B_Exp2_to_Exp1,V500_norm,100,13360.5,13460.5,13460.5,13460.5
B_Exp2_to_Exp1,V500_norm,100,13410.5,13510.5,13510.5,13510.5
B_Exp2_to_Exp1,V500_norm,100,13460.5,13560.5,13560.5,13560.5
B_Exp2_to_Exp1,V500_norm,100,13610.5,13710.5,13710.5,13710.5
B_Exp2_to_Exp1,V500_norm,100,13660.5,13760.5,13760.5,13760.5
B_Exp2_to_Exp1,V500_norm,100,13710.5,13810.5,13810.5,13810.5
B_Exp2_to_Exp1,V500_norm,100,13760.5,13860.5,13860.5,13860.5
B_Exp2_to_Exp1,V500_norm,100,13810.5,13910.5,13910.5,13910.5
B_Exp2_to_Exp1,V500_norm,100,13860.5,13960.5,13960.5,13960.5
B_Exp2_to_Exp1,V500_norm,100,13910.5,14010.5,14010.5,14010.5
B_Exp2_to_Exp1,V500_norm,100,13960.5,14060.5,14060.5,14060.5
B_Exp2_to_Exp1,V500_norm,100,14110.5,14210.5,14210.5,14210.5
B_Exp2_to_Exp1,V500_norm,100,14160.5,14260.5,14260.5,14260.5
B_Exp2_to_Exp1,V500_norm,100,14210.5,14310.5,14310.5,14310.5
B_Exp2_to_Exp1,V500_norm,100,14260.5,14360.5,14360.5,14360.5
B_Exp2_to_Exp1,V500_norm,100,14310.5,14410.5,14410.5,14410.5
B_Exp2_to_Exp1,V500_norm,100,14360.5,14460.5,14460.5,14460.5
B_Exp2_to_Exp1,V500_norm,100,14410.5,14510.5,14510.5,14510.5
B_Exp2_to_Exp1,V500_norm,100,14460.5,14560.5,14560.5,14560.5
B_Exp2_to_Exp1,V500_norm,100,14610.5,14710.5,14710.5,14710.5
B_Exp2_to_Exp1,V500_norm,100,14660.5,14760.5,14760.5,14760.5
B_Exp2_to_Exp1,V500_norm,100,14710.5,14810.5,14810.5,14810.5
B_Exp2_to_Exp1,V500_norm,100,14760.5,14860.5,14860.5,14860.5
B_Exp2_to_Exp1,V500_norm,100,14810.5,14910.5,14910.5,14910.5
B_Exp2_to_Exp1,V500_norm,100,14860.5,14960.5,14960.5,14960.5
B_Exp2_to_Exp1,V500_norm,100,14910.5,15010.5,15010.5,15010.5
B_Exp2_to_Exp1,V500_norm,100,14960.5,15060.5,15060.5,15060.5
B_Exp2_to_Exp1,V500_norm,100,15110.5,15210.5,15210.5,15210.5
B_Exp2_to_Exp1,V500_norm,100,15160.5,15260.5,15260.5,15260.5
B_Exp2_to_Exp1,V500_norm,100,15210.5,15310.5,15310.5,15310.5
B_Exp2_to_Exp1,V500_norm,100,15260.5,15360.5,15360.5,15360.5
B_Exp2_to_Exp1,V500_norm,100,15310.5,15410.5,15410.5,15410.5
B_Exp2_to_Exp1,V500_norm,100,15360.5,15460.5,15460.5,15460.5
B_Exp2_to_Exp1,V500_norm,100,15410.5,15510.5,15510.5,15510.5
B_Exp2_to_Exp1,V500_norm,100,15460.5,15560.5,15560.5,15560.5
B_Exp2_to_Exp1,V500_norm,100,15610.5,15710.5,15710.5,15710.5
B_Exp2_to_Exp1,V500_norm,100,15660.5,15760.5,15760.5,15760.5
B_Exp2_to_Exp1,V500_norm,100,15710.5,15810.5,15810.5,15810.5
B_Exp2_to_Exp1,V500_norm,100,15760.5,15860.5,15860.5,15860.5
B_Exp2_to_Exp1,V500_norm,100,15810.5,15910.5,15910.5,15910.5
B_Exp2_to_Exp1,V500_norm,100,15860.5,15960.5,15960.5,15960.5
B_Exp2_to_Exp1,V500_norm,100,15910.5,16010.5,16010.5,16010.5
B_Exp2_to_Exp1,V500_norm,100,15960.5,16060.5,16060.5,16060.5
B_Exp2_to_Exp1,V500_norm,100,16110.5,16210.5,16210.5,16210.5
B_Exp2_to_Exp1,V500_norm,100,16160.5,16260.5,16260.5,16260.5
B_Exp2_to_Exp1,V500_norm,100,16210.5,16310.5,16310.5,16310.5
B_Exp2_to_Exp1,V500_norm,100,16260.5,16360.5,16360.5,16360.5
B_Exp2_to_Exp1,V500_norm,100,16310.5,16410.5,16410.5,16410.5
B_Exp2_to_Exp1,V500_norm,100,16360.5,16460.5,16460.5,16460.5
B_Exp2_to_Exp1,V500_norm,100,16410.5,16510.5,16510.5,16510.5
B_Exp2_to_Exp1,V500_norm,100,16460.5,16560.5,16560.5,16560.5
B_Exp2_to_Exp1,V500_norm,100,16610.5,16710.5,16710.5,16710.5
B_Exp2_to_Exp1,V500_norm,100,16660.5,16760.5,16760.5,16760.5
B_Exp2_to_Exp1,V500_norm,100,16710.5,16810.5,16810.5,16810.5
B_Exp2_to_Exp1,V500_norm,100,16760.5,16860.5,16860.5,16860.5
B_Exp2_to_Exp1,V500_norm,100,16810.5,16910.5,16910.5,16910.5
B_Exp2_to_Exp1,V500_norm,100,16860.5,16960.5,16960.5,16960.5
B_Exp2_to_Exp1,V500_norm,100,16910.5,17010.5,17010.5,17010.5
B_Exp2_to_Exp1,V500_norm,100,16960.5,17060.5,17060.5,17060.5
B_Exp2_to_Exp1,V500_norm,100,17110.5,17210.5,17210.5,17210.5
B_Exp2_to_Exp1,V500_norm,100,17160.5,17260.5,17260.5,17260.5
B_Exp2_to_Exp1,V500_norm,100,17210.5,17310.5,17310.5,17310.5
B_Exp2_to_Exp1,V500_norm,100,17260.5,17360.5,17360.5,17360.5
B_Exp2_to_Exp1,V500_norm,100,17310.5,17410.5,17410.5,17410.5
B_Exp2_to_Exp1,V500_norm,100,17360.5,17460.5,17460.5,17460.5
B_Exp2_to_Exp1,V500_norm,100,17410.5,17510.5,17510.5,17510.5
B_Exp2_to_Exp1,V500_norm,100,17460.5,17560.5,17560.5,17560.5
B_Exp2_to_Exp1,V500_norm,100,17610.5,17710.5,17710.5,17710.5
B_Exp2_to_Exp1,V500_norm,100,17660.5,17760.5,17760.5,17760.5
B_Exp2_to_Exp1,V500_norm,100,17710.5,17810.5,17810.5,17810.5
B_Exp2_to_Exp1,V500_norm,100,17760.5,17860.5,17860.5,17860.5
B_Exp2_to_Exp1,V500_norm,100,17810.5,17910.5,17910.5,17910.5
B_Exp2_to_Exp1,V500_norm,100,17860.5,17960.5,17960.5,17960.5
B_Exp2_to_Exp1,V500_norm,100,17910.5,18010.5,18010.5,18010.5
B_Exp2_to_Exp1,V500_norm,100,17960.5,18060.5,18060.5,18060.5
B_Exp2_to_Exp1,V500_norm,100,18110.5,18210.5,18210.5,18210.5
B_Exp2_to_Exp1,V500_norm,100,18160.5,18260.5,18260.5,18260.5
B_Exp2_to_Exp1,V500_norm,100,18210.5,18310.5,18310.5,18310.5
B_Exp2_to_Exp1,V500_norm,100,18260.5,18360.5,18360.5,18360.5
B_Exp2_to_Exp1,V500_norm,100,18310.5,18410.5,18410.5,18410.5
B_Exp2_to_Exp1,V500_norm,100,18360.5,18460.5,18460.5,18460.5
B_Exp2_to_Exp1,V500_norm,100,18410.5,18510.5,18510.5,18510.5
B_Exp2_to_Exp1,V500_norm,100,18460.5,18560.5,18560.5,18560.5
B_Exp2_to_Exp1,V500_norm,100,18610.5,18710.5,18710.5,18710.5
B_Exp2_to_Exp1,V500_norm,100,18660.5,18760.5,18760.5,18760.5
B_Exp2_to_Exp1,V500_norm,100,18710.5,18810.5,18810.5,18810.5
B_Exp2_to_Exp1,V500_norm,100,18760.5,18860.5,18860.5,18860.5
B_Exp2_to_Exp1,V500_norm,100,18810.5,18910.5,18910.5,18910.5
B_Exp2_to_Exp1,V500_norm,100,18860.5,18960.5,18960.5,18960.5
B_Exp2_to_Exp1,V500_norm,100,18910.5,19010.5,19010.5,19010.5
B_Exp2_to_Exp1,V500_norm,100,18960.5,19060.5,19060.5,19060.5
B_Exp2_to_Exp1,V500_norm,100,19110.5,19210.5,19210.5,19210.5
B_Exp2_to_Exp1,V500_norm,100,19160.5,19260.5,19260.5,19260.5
B_Exp2_to_Exp1,V500_norm,100,19210.5,19310.5,19310.5,19310.5
B_Exp2_to_Exp1,V500_norm,100,19260.5,19360.5,19360.5,19360.5
B_Exp2_to_Exp1,V500_norm,100,19310.5,19410.5,19410.5,19410.5
B_Exp2_to_Exp1,V500_norm,100,19360.5,19460.5,19460.5,19460.5
B_Exp2_to_Exp1,V500_norm,100,19410.5,19510.5,19510.5,19510.5
B_Exp2_to_Exp1,V500_norm,100,19460.5,19560.5,19560.5,19560.5
B_Exp2_to_Exp1,V500_norm,100,19610.5,19710.5,19710.5,19710.5
B_Exp2_to_Exp1,V500_norm,100,19660.5,19760.5,19760.5,19760.5
B_Exp2_to_Exp1,V500_norm,100,19710.5,19810.5,19810.5,19810.5
B_Exp2_to_Exp1,V500_norm,100,19760.5,19860.5,19860.5,19860.5
B_Exp2_to_Exp1,V500_norm,100,19810.5,19910.5,19910.5,19910.5
B_Exp2_to_Exp1,V500_norm,100,19860.5,19960.5,19960.5,19960.5
B_Exp2_to_Exp1,V500_norm,100,19910.5,20010.5,20010.5,20010.5
B_Exp2_to_Exp1,V500_norm,100,19960.5,20060.5,20060.5,20060.5
B_Exp2_to_Exp1,V500_norm,100,20110.5,20210.5,20210.5,20210.5
B_Exp2_to_Exp1,V500_norm,100,20160.5,20260.5,20260.5,20260.5
B_Exp2_to_Exp1,V500_norm,100,20210.5,20310.5,20310.5,20310.5
B_Exp2_to_Exp1,V500_norm,100,20260.5,20360.5,20360.5,20360.5
B_Exp2_to_Exp1,V500_norm,100,20310.5,20410.5,20410.5,20410.5
B_Exp2_to_Exp1,V500_norm,100,20360.5,20460.5,20460.5,20460.5
B_Exp2_to_Exp1,V500_norm,100,20410.5,20510.5,20510.5,20510.5
B_Exp2_to_Exp1,V500_norm,100,20460.5,20560.5,20560.5,20560.5
B_Exp2_to_Exp1,V500_norm,100,20610.5,20710.5,20710.5,20710.5
B_Exp2_to_Exp1,V500_norm,100,20660.5,20760.5,20760.5,20760.5
B_Exp2_to_Exp1,V500_norm,100,20710.5,20810.5,20810.5,20810.5
B_Exp2_to_Exp1,V500_norm,100,20760.5,20860.5,20860.5,20860.5
B_Exp2_to_Exp1,V500_norm,100,20810.5,20910.5,20910.5,20910.5
B_Exp2_to_Exp1,V500_norm,100,20860.5,20960.5,20960.5,20960.5
B_Exp2_to_Exp1,V500_norm,100,20910.5,21010.5,21010.5,21010.5
B_Exp2_to_Exp1,V500_norm,100,20960.5,21060.5,21060.5,21060.5
B_Exp2_to_Exp1,V500_norm,100,21110.5,21210.5,21210.5,21210.5
B_Exp2_to_Exp1,V500_norm,100,21160.5,21260.5,21260.5,21260.5
B_Exp2_to_Exp1,V500_norm,100,21210.5,21310.5,21310.5,21310.5
B_Exp2_to_Exp1,V500_norm,100,21260.5,21360.5,21360.5,21360.5
B_Exp2_to_Exp1,V500_norm,100,21310.5,21410.5,21410.5,21410.5
B_Exp2_to_Exp1,V500_norm,100,21360.5,21460.5,21460.5,21460.5
B_Exp2_to_Exp1,V500_norm,100,21410.5,21510.5,21510.5,21510.5
B_Exp2_to_Exp1,V500_norm,100,21460.5,21560.5,21560.5,21560.5
B_Exp2_to_Exp1,V500_norm,100,21610.5,21710.5,21710.5,21710.5
B_Exp2_to_Exp1,V500_norm,100,21660.5,21760.5,21760.5,21760.5
B_Exp2_to_Exp1,V500_norm,100,21710.5,21810.5,21810.5,21810.5
B_Exp2_to_Exp1,V500_norm,100,21760.5,21860.5,21860.5,21860.5
B_Exp2_to_Exp1,V500_norm,100,21810.5,21910.5,21910.5,21910.5
B_Exp2_to_Exp1,V500_norm,100,21860.5,21960.5,21960.5,21960.5
B_Exp2_to_Exp1,V500_norm,100,21910.5,22010.5,22010.5,22010.5
B_Exp2_to_Exp1,V500_norm,100,21960.5,22060.5,22060.5,22060.5
B_Exp2_to_Exp1,V500_norm,100,22110.5,22210.5,22210.5,22210.5
B_Exp2_to_Exp1,V500_norm,100,22160.5,22260.5,22260.5,22260.5
B_Exp2_to_Exp1,V500_norm,100,22210.5,22310.5,22310.5,22310.5
B_Exp2_to_Exp1,V500_norm,100,22260.5,22360.5,22360.5,22360.5
B_Exp2_to_Exp1,V500_norm,100,22310.5,22410.5,22410.5,22410.5
B_Exp2_to_Exp1,V500_norm,100,22360.5,22460.5,22460.5,22460.5
B_Exp2_to_Exp1,V500_norm,100,22410.5,22510.5,22510.5,22510.5
B_Exp2_to_Exp1,V500_norm,100,22460.5,22560.5,22560.5,22560.5
B_Exp2_to_Exp1,V500_norm,100,22610.5,22710.5,22710.5,22710.5
B_Exp2_to_Exp1,V500_norm,100,22660.5,22760.5,22760.5,22760.5
B_Exp2_to_Exp1,V500_norm,100,22710.5,22810.5,22810.5,22810.5
B_Exp2_to_Exp1,V500_norm,100,22760.5,22860.5,22860.5,22860.5
B_Exp2_to_Exp1,V500_norm,100,22810.5,22910.5,22910.5,22910.5
B_Exp2_to_Exp1,V500_norm,100,22860.5,22960.5,22960.5,22960.5
B_Exp2_to_Exp1,V500_norm,100,22910.5,23010.5,23010.5,23010.5
B_Exp2_to_Exp1,V500_norm,100,22960.5,23060.5,23060.5,23060.5
B_Exp2_to_Exp1,V500_norm,100,23110.5,23210.5,23210.5,23210.5
B_Exp2_to_Exp1,V500_norm,100,23160.5,23260.5,23260.5,23260.5
B_Exp2_to_Exp1,V500_norm,100,23210.5,23310.5,23310.5,23310.5
B_Exp2_to_Exp1,V500_norm,100,23260.5,23360.5,23360.5,23360.5
B_Exp2_to_Exp1,V500_norm,100,23310.5,23410.5,23410.5,23410.5
B_Exp2_to_Exp1,V500_norm,100,23360.5,23460.5,23460.5,23460.5
B_Exp2_to_Exp1,V500_norm,100,23410.5,23510.5,23510.5,23510.5
B_Exp2_to_Exp1,V500_norm,100,23460.5,23560.5,23560.5,23560.5
B_Exp2_to_Exp1,V500_norm,100,23610.5,23710.5,23710.5,23710.5
B_Exp2_to_Exp1,V500_norm,100,23660.5,23760.5,23760.5,23760.5
B_Exp2_to_Exp1,V500_norm,100,23710.5,23810.5,23810.5,23810.5
B_Exp2_to_Exp1,V500_norm,100,23760.5,23860.5,23860.5,23860.5
B_Exp2_to_Exp1,V500_norm,100,23810.5,23910.5,23910.5,23910.5
B_Exp2_to_Exp1,V500_norm,100,23860.5,23960.5,23960.5,23960.5
B_Exp2_to_Exp1,V500_norm,100,23910.5,24010.5,24010.5,24010.5
B_Exp2_to_Exp1,V500_norm,100,23960.5,24060.5,24060.5,24060.5
B_Exp2_to_Exp1,V500_norm,100,24110.5,24210.5,24210.5,24210.5
B_Exp2_to_Exp1,V500_norm,100,24160.5,24260.5,24260.5,24260.5
B_Exp2_to_Exp1,V500_norm,100,24210.5,24310.5,24310.5,24310.5
B_Exp2_to_Exp1,V500_norm,100,24260.5,24360.5,24360.5,24360.5
B_Exp2_to_Exp1,V500_norm,100,24310.5,24410.5,24410.5,24410.5
B_Exp2_to_Exp1,V500_norm,100,24360.5,24460.5,24460.5,24460.5
B_Exp2_to_Exp1,V500_norm,100,24410.5,24510.5,24510.5,24510.5
B_Exp2_to_Exp1,V500_norm,100,24460.5,24560.5,24560.5,24560.5
B_Exp2_to_Exp1,V500_norm,100,24610.5,24710.5,24710.5,24710.5
B_Exp2_to_Exp1,V500_norm,100,24660.5,24760.5,24760.5,24760.5
B_Exp2_to_Exp1,V500_norm,100,24710.5,24810.5,24810.5,24810.5
B_Exp2_to_Exp1,V500_norm,100,24760.5,24860.5,24860.5,24860.5
B_Exp2_to_Exp1,V500_norm,100,24810.5,24910.5,24910.5,24910.5
B_Exp2_to_Exp1,V500_norm,100,24860.5,24960.5,24960.5,24960.5
B_Exp2_to_Exp1,V500_norm,100,24910.5,25010.5,25010.5,25010.5
B_Exp2_to_Exp1,V500_norm,100,24960.5,25060.5,25060.5,25060.5
B_Exp2_to_Exp1,V500_norm,100,25110.5,25210.5,25210.5,25210.5
B_Exp2_to_Exp1,V500_norm,100,25160.5,25260.5,25260.5,25260.5
B_Exp2_to_Exp1,V500_norm,100,25210.5,25310.5,25310.5,25310.5
B_Exp2_to_Exp1,V500_norm,100,25260.5,25360.5,25360.5,25360.5
B_Exp2_to_Exp1,V500_norm,100,25310.5,25410.5,25410.5,25410.5
B_Exp2_to_Exp1,V500_norm,100,25360.5,25460.5,25460.5,25460.5
B_Exp2_to_Exp1,V500_norm,100,25410.5,25510.5,25510.5,25510.5
B_Exp2_to_Exp1,V500_norm,100,25460.5,25560.5,25560.5,25560.5
B_Exp2_to_Exp1,V500_norm,100,25610.5,25710.5,25710.5,25710.5
B_Exp2_to_Exp1,V500_norm,100,25660.5,25760.5,25760.5,25760.5
B_Exp2_to_Exp1,V500_norm,100,25710.5,25810.5,25810.5,25810.5
B_Exp2_to_Exp1,V500_norm,100,25760.5,25860.5,25860.5,25860.5
B_Exp2_to_Exp1,V500_norm,100,25810.5,25910.5,25910.5,25910.5
B_Exp2_to_Exp1,V500_norm,100,25860.5,25960.5,25960.5,25960.5
B_Exp2_to_Exp1,V500_norm,100,25910.5,26010.5,26010.5,26010.5
B_Exp2_to_Exp1,V500_norm,100,25960.5,26060.5,26060.5,26060.5
B_Exp2_to_Exp1,V500_norm,100,26110.5,26210.5,26210.5,26210.5
B_Exp2_to_Exp1,V500_norm,100,26160.5,26260.5,26260.5,26260.5
B_Exp2_to_Exp1,V500_norm,100,26210.5,26310.5,26310.5,26310.5
B_Exp2_to_Exp1,V500_norm,100,26260.5,26360.5,26360.5,26360.5
B_Exp2_to_Exp1,V500_norm,100,26310.5,26410.5,26410.5,26410.5
B_Exp2_to_Exp1,V500_norm,100,26360.5,26460.5,26460.5,26460.5
B_Exp2_to_Exp1,V500_norm,100,26410.5,26510.5,26510.5,26510.5
B_Exp2_to_Exp1,V500_norm,100,26460.5,26560.5,26560.5,26560.5
B_Exp2_to_Exp1,V500_norm,100,26610.5,26710.5,26710.5,26710.5
B_Exp2_to_Exp1,V500_norm,100,26660.5,26760.5,26760.5,26760.5
B_Exp2_to_Exp1,V500_norm,100,26710.5,26810.5,26810.5,26810.5
B_Exp2_to_Exp1,V500_norm,100,26760.5,26860.5,26860.5,26860.5
B_Exp2_to_Exp1,V500_norm,100,26810.5,26910.5,26910.5,26910.5
B_Exp2_to_Exp1,V500_norm,100,26860.5,26960.5,26960.5,26960.5
B_Exp2_to_Exp1,V500_norm,100,26910.5,27010.5,27010.5,27010.5
B_Exp2_to_Exp1,V500_norm,100,26960.5,27060.5,27060.5,27060.5
B_Exp2_to_Exp1,V500_norm,100,27110.5,27210.5,27210.5,27210.5
B_Exp2_to_Exp1,V500_norm,100,27160.5,27260.5,27260.5,27260.5
B_Exp2_to_Exp1,V500_norm,100,27210.5,27310.5,27310.5,27310.5
B_Exp2_to_Exp1,V500_norm,100,27260.5,27360.5,27360.5,27360.5
B_Exp2_to_Exp1,V500_norm,100,27310.5,27410.5,27410.5,27410.5
B_Exp2_to_Exp1,V500_norm,100,27360.5,27460.5,27460.5,27460.5
B_Exp2_to_Exp1,V500_norm,100,27410.5,27510.5,27510.5,27510.5
B_Exp2_to_Exp1,V500_norm,100,27460.5,27560.5,27560.5,27560.5
B_Exp2_to_Exp1,V500_norm,100,27610.5,27710.5,27710.5,27710.5
B_Exp2_to_Exp1,V500_norm,100,27660.5,27760.5,27760.5,27760.5
B_Exp2_to_Exp1,V500_norm,100,27710.5,27810.5,27810.5,27810.5
B_Exp2_to_Exp1,V500_norm,100,27760.5,27860.5,27860.5,27860.5
B_Exp2_to_Exp1,V500_norm,100,27810.5,27910.5,27910.5,27910.5
B_Exp2_to_Exp1,V500_norm,100,27860.5,27960.5,27960.5,27960.5
B_Exp2_to_Exp1,V500_norm,100,27910.5,28010.5,28010.5,28010.5
B_Exp2_to_Exp1,V500_norm,100,27960.5,28060.5,28060.5,28060.5
B_Exp2_to_Exp1,V500_norm,100,28110.5,28210.5,28210.5,28210.5
B_Exp2_to_Exp1,V500_norm,100,28160.5,28260.5,28260.5,28260.5
B_Exp2_to_Exp1,V500_norm,100,28210.5,28310.5,28310.5,28310.5
B_Exp2_to_Exp1,V500_norm,100,28260.5,28360.5,28360.5,28360.5
B_Exp2_to_Exp1,V500_norm,100,28310.5,28410.5,28410.5,28410.5
B_Exp2_to_Exp1,V500_norm,100,28360.5,28460.5,28460.5,28460.5
B_Exp2_to_Exp1,V500_norm,100,28410.5,28510.5,28510.5,28510.5
B_Exp2_to_Exp1,V500_norm,100,28460.5,28560.5,28560.5,28560.5
B_Exp2_to_Exp1,V500_norm,100,28610.5,28710.5,28710.5,28710.5
B_Exp2_to_Exp1,V500_norm,100,28660.5,28760.5,28760.5,28760.5
B_Exp2_to_Exp1,V500_norm,100,28710.5,28810.5,28810.5,28810.5
B_Exp2_to_Exp1,V500_norm,100,28760.5,28860.5,28860.5,28860.5
B_Exp2_to_Exp1,V500_norm,100,28810.5,28910.5,28910.5,28910.5
B_Exp2_to_Exp1,V500_norm,100,28860.5,28960.5,28960.5,28960.5
